Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
CENTER HIGH SCHOOL052141,CENTER HIGH SCHOOL,Antelope,Sacramento,3.88,3.9,3.98
CENTRAL CITY VALUE HIGH SCHOOL051764,CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,3.45,3.57,3.78
CENTRAL COAST NEW TECH HIGH054664,CENTRAL COAST NEW TECH HIGH,Nipomo,San Luis Obispo,3.71,4.04,
CENTRAL HIGH SCHOOL EAST/WEST050975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,3.74,3.84,3.84
CENTRAL UNION HIGH SCHOOL050810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,3.72,3.91,3.97
CENTRAL VALLEY HIGH SCHOOL050520,CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,3.82,3.96,
CENTRAL VALLEY HIGH SCHOOL053988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,3.8,3.8,3.92
CENTURY HIGH SCHOOL053249,CENTURY HIGH SCHOOL,Santa Ana,Orange,3.61,3.82,4.05
CERES HIGH SCHOOL050525,CERES HIGH SCHOOL,Ceres,Stanislaus,3.88,3.89,4.02
CERRITOS HIGH SCHOOL050527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,3.8,3.93,3.94
CESAR CHAVEZ HIGH SCHOOL053966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,3.91,4.04,4.13
CESAR CHAVEZ LA ARTES MAGNET054555,CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,3.53,3.75,3.75
CESAR E CHAVEZ HIGH SCHOOL050841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,3.82,3.97,4.08
CHAFFEY DISTRICT ONLINE HS054637,CHAFFEY DISTRICT ONLINE HS,Ontario,San Bernardino,3.59,,
CHAFFEY HIGH SCHOOL052275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,3.53,3.71,3.88
CHANNEL ISLANDS HIGH SCHOOL052297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,3.65,3.85,3.94
CHAPARRAL HIGH SCHOOL053539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,3.84,3.95,3.98
CHARTER COMMUNITY SCHOOL052483,CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,3.51,,
CHARTER HS ARTS MEDIA PERFORM054046,CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,3.85,3.97,3.97
CHARTER OAK HIGH SCHOOL050693,CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,3.7,3.85,3.86
CHARTER SCHOOL OF SAN DIEGO052831,CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,3.88,3.94,
CHATSWORTH HIGH SCHOOL050528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,3.7,3.92,4.01
CHICO SENIOR HIGH SCHOOL050545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,4.14,4.18,4.15
CHINO HIGH SCHOOL050555,CHINO HIGH SCHOOL,Chino,San Bernardino,3.48,3.7,3.72
CHINO HILLS HIGH SCHOOL050564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,3.83,3.91,3.98
CHOWCHILLA UNION HIGH SCHOOL050570,CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,3.72,3.85,3.92
CHRISTOPHER HIGH SCHOOL054364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,3.91,4,4.02
CHULA VISTA LRNG CMNTY CHARTER054654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,3.96,3.99,4.08
CHULA VISTA SENIOR HIGH SCHOOL050580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,3.72,3.91,3.96
CITRUS HILL HIGH SCHOOL053978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,3.78,3.94,4.03
CITRUS VALLEY HIGH SCHOOL054331,CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,3.69,3.9,3.95
CITY ARTS AND TECH HIGH SCHOOL054047,CITY ARTS AND TECH HIGH SCHOOL,San Francisco,San Francisco,3.31,3.51,
CITY HONORS HIGH SCHOOL051261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,3.49,3.69,3.82
CITY OF ANGELS SCHOOL052608,CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,3.56,3.87,
CLAIREMONT HIGH SCHOOL052837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,3.86,4.01,4.11
CLAREMONT HIGH SCHOOL050590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,3.87,3.99,4.04
CLARK MAGNET HIGH SCHOOL051301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,3.86,4.01,4.06
CLASSICAL ACADEMY HIGH SCHOOL054194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,4.09,4.19,4.25
CLAYTON VALLEY HIGH SCHOOL050658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,4.03,4.1,4.16
CLEAR LAKE HIGH SCHOOL051345,CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,3.77,3.84,
CLEVELAND HIGH SCHOOL052618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,3.82,3.95,4.1
CLOVERDALE HIGH SCHOOL050610,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,3.9,3.95,4.04
CLOVIS EAST HIGH SCHOOL050622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,3.96,4.08,4.21
CLOVIS HIGH SCHOOL050615,CLOVIS HIGH SCHOOL,Clovis,Fresno,4.02,4.13,4.15
CLOVIS NORTH HIGH SCHOOL050628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,3.89,4,4.04
CLOVIS WEST HIGH SCHOOL050982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,3.81,3.94,4.01
COACHELLA VALLEY HIGH SCHOOL050620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,3.69,3.86,3.98
COALINGA HIGH SCHOOL050630,COALINGA HIGH SCHOOL,Coalinga,Fresno,3.91,3.97,4.08
COAST UNION HIGH SCHOOL050440,COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,4.01,4.05,
COBALT INSTITUTE MATH/SCIENCE054719,COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,3.59,3.86,4.05
COLFAX HIGH SCHOOL050637,COLFAX HIGH SCHOOL,Colfax,Placer,4.15,4.24,
COLISEUM COLLEGE PREP ACADEMY054412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,3.72,3.75,3.86
COLLEGE BRIDGE ACADEMY054799,COLLEGE BRIDGE ACADEMY,Los Angeles,Los Angeles,3.5,,
COLLEGE PARK HIGH SCHOOL050659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,3.81,3.91,3.94
COLLEGIATE CHARTER HS OF LA054845,COLLEGIATE CHARTER HS OF LA,Los Angeles,Los Angeles,3.59,3.78,3.67
COLONY HIGH SCHOOL052384,COLONY HIGH SCHOOL,Ontario,San Bernardino,3.71,3.86,3.94
COLTON HIGH SCHOOL050640,COLTON HIGH SCHOOL,Colton,San Bernardino,3.51,3.73,3.77
COLUSA HIGH SCHOOL050645,COLUSA HIGH SCHOOL,Colusa,Colusa,4.14,4.13,
COMMUNITY HEALTH ADVOCATES SCH054633,COMMUNITY HEALTH ADVOCATES SCH,Los Angeles,Los Angeles,3.63,3.71,
COMPTON EARLY COLLEGE054865,COMPTON EARLY COLLEGE,Compton,Los Angeles,3.35,3.46,3.47
COMPTON SENIOR HIGH SCHOOL050651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,3.47,3.67,3.84
CONCORD HIGH SCHOOL050657,CONCORD HIGH SCHOOL,Concord,Contra Costa,3.85,4.07,4.08
CONNECTING WATERS CHARTER SCH053706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,3.85,3.9,
CONSERVATORY VOCAL/INSTRM ARTS054871,CONSERVATORY VOCAL/INSTRM ARTS,Oakland,Alameda,4.08,,
CONTRA COSTA SCH PRFRMING ARTS050329,CONTRA COSTA SCH PRFRMING ARTS,Walnut Creek,Contra Costa,4.11,4.13,
CORCORAN HIGH SCHOOL050665,CORCORAN HIGH SCHOOL,Corcoran,Kings,3.64,3.82,
CORDOVA HIGH SCHOOL052553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,3.81,3.88,3.87
CORNING UNION HIGH SCHOOL050670,CORNING UNION HIGH SCHOOL,Corning,Tehama,3.56,,
CORONA DEL MAR HIGH SCHOOL052128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,3.93,4.03,4.07
CORONA HIGH SCHOOL050675,CORONA HIGH SCHOOL,Corona,Riverside,3.52,3.8,4.03
CORONADO HIGH SCHOOL050680,CORONADO HIGH SCHOOL,Coronado,San Diego,3.83,3.95,4.04
COSTA MESA HIGH SCHOOL050683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,3.81,4,4.11
COSUMNES OAKS HIGH SCHOOL054204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,3.91,4.01,4.03
COVINA HIGH SCHOOL050700,COVINA HIGH SCHOOL,Covina,Los Angeles,3.82,4.01,4.13
CRAWFORD HIGH SCHOOL054630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,3.54,3.65,4.05
CREATIVE & PERFORMING ARTS ACADEMY052900,CREATIVE & PERFORMING ARTS ACADEMY,San Diego,San Diego,3.85,4.01,
CREATIVE CONNECTIONS ARTS ACAD054565,CREATIVE CONNECTIONS ARTS ACAD,North Highlands,Sacramento,3.9,3.92,
CREDO HIGH SCHOOL054502,CREDO HIGH SCHOOL,Rohnert Park,Sonoma,3.75,3.82,3.88
CRENSHAW ARTS/TECH CHARTER HS053910,CRENSHAW ARTS/TECH CHARTER HS,Los Angeles,Los Angeles,3.82,3.97,3.97
CRENSHAW HIGH SCHOOL051569,CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,3.14,3.59,
CRESCENTA VALLEY HIGH SCHOOL051313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,3.92,3.99,4.02
CRITICAL DESIGN AND GAMING SCH054632,CRITICAL DESIGN AND GAMING SCH,Los Angeles,Los Angeles,2.84,,
CULVER CITY HIGH SCHOOL050715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,3.71,3.87,3.93
CUPERTINO HIGH SCHOOL050718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,3.93,3.98,3.98
CYPRESS HIGH SCHOOL050714,CYPRESS HIGH SCHOOL,Cypress,Orange,3.8,3.92,3.94
DA VINCI CHARTER ACADEMY051082,DA VINCI CHARTER ACADEMY,Davis,Yolo,3.88,3.93,3.88
DA VINCI COMMUNICATIONS HS054794,DA VINCI COMMUNICATIONS HS,El Segundo,Los Angeles,3.77,4.05,
DA VINCI DESIGN HIGH SCHOOL051216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,3.61,3.91,3.96
DA VINCI SCIENCE HIGH SCHOOL054378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,3.84,3.97,4.04
DANA HILLS HIGH SCHOOL050729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,3.93,4.07,4.16
DANIEL PEARL MAGNET HIGH SCHL054368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,3.81,3.94,
DAV STARR JORDAN HIGH SCHOOL051465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,3.56,3.8,3.97
DAVID STARR JORDAN HS051575,DAVID STARR JORDAN HS,Los Angeles,Los Angeles,3.52,3.69,3.89
DAVIS SENIOR HIGH SCHOOL050730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,3.96,4.04,4.06
DE ANZA HIGH SCHOOL052625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,3.73,3.88,3.98
DEER VALLEY HIGH SCHOOL050109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,3.82,3.95,3.99
DEL CAMPO HIGH SCHOOL050915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,3.85,4.02,4.1
DEL LAGO ACADEMY054746,DEL LAGO ACADEMY,Escondido,San Diego,3.7,3.96,4.05
DEL MAR HIGH SCHOOL053083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,3.9,4.03,4.16
DEL NORTE COUNTY HIGH SCHOOL050705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,3.69,3.84,3.87
DEL NORTE HIGH SCHOOL054351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,3.93,3.96,3.99
DEL ORO HIGH SCHOOL051507,DEL ORO HIGH SCHOOL,Loomis,Placer,3.95,4.14,4.16
DELANO HIGH SCHOOL050735,DELANO HIGH SCHOOL,Delano,Kern,3.87,4.03,4.18
DELHI HIGH SCHOOL052017,DELHI HIGH SCHOOL,Delhi,Merced,3.53,3.59,3.71
DELTA HIGH SCHOOL050605,DELTA HIGH SCHOOL,Clarksburg,Yolo,3.71,,
DENAIR HIGH SCHOOL050745,DENAIR HIGH SCHOOL,Denair,Stanislaus,3.87,4,
DESERT HIGH SCHOOL050800,DESERT HIGH SCHOOL,Edwards,Kern,3.94,,
DESERT HOT SPRINGS HS050334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,3.57,3.95,4.05
DESERT MIRAGE HIGH SCHOOL054013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,3.75,3.9,4.15
DESIGN SCIENCE MIDDLE COLG HS054003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,3.89,3.9,3.97
DESIGN TECH HIGH SCHOOL054814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,4.03,4.1,4.08
DIAMOND BAR HIGH SCHOOL050748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,3.86,3.93,3.94
DIAMOND RANCH HIGH SCHOOL052516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,3.87,4.03,4.1
DIEGO RIVERA COMM/TECH SCHOOL054544,DIEGO RIVERA COMM/TECH SCHOOL,Los Angeles,Los Angeles,3.4,3.56,
DINUBA HIGH SCHOOL050750,DINUBA HIGH SCHOOL,Dinuba,Tulare,3.83,3.87,4
DISCOVERY CHARTER PREP SCHOOL052489,DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,3.78,4.07,
DIXON HIGH SCHOOL050755,DIXON HIGH SCHOOL,Dixon,Solano,3.77,3.98,4.06
DOMINGUEZ SENIOR HIGH SCHOOL050652,DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,3.64,3.78,3.9
DON ANTONIO LUGO HIGH SCHOOL050566,DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,3.69,3.81,3.96
DOS PALOS HIGH SCHOOL050765,DOS PALOS HIGH SCHOOL,Dos Palos,Merced,3.72,3.81,3.87
DOS PUEBLOS HIGH SCHOOL053252,DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,3.87,3.94,4.12
DOUGHERTY VALLEY HIGH SCHOOL053218,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,3.84,3.91,3.95
DOWNEY HIGH SCHOOL050770,DOWNEY HIGH SCHOOL,Downey,Los Angeles,3.66,3.83,4
DOWNTOWN COLG PREP ALUM ROCK054750,DOWNTOWN COLG PREP ALUM ROCK,San Jose,Santa Clara,3.58,3.65,3.91
DOWNTOWN COLG PREP EL PRIMERO053164,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,3.54,3.59,3.63
DOWNTOWN MAGNETS HIGH SCHOOL051576,DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,3.72,3.91,3.96
DOZIER-LIBBEY MEDICAL HIGH SCH054355,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,3.76,4.03,4.07
DR MAYA ANGELOU COMMUNITY HS054547,DR MAYA ANGELOU COMMUNITY HS,Los Angeles,Los Angeles,3.59,3.83,4.19
DR RICHARD VLADOVIC HARBOR ACA053747,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,3.79,3.89,4
DR TJ OWENS GILROY EARLY COLG051228,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,3.91,4.03,4.14
DUARTE HIGH SCHOOL050783,DUARTE HIGH SCHOOL,Duarte,Los Angeles,3.75,3.97,4.1
DUBLIN HIGH SCHOOL050784,DUBLIN HIGH SCHOOL,Dublin,Alameda,3.84,3.9,3.96
DUNCAN POLYTECHNICAL HS050997,DUNCAN POLYTECHNICAL HS,Fresno,Fresno,3.73,3.83,
DURHAM HIGH SCHOOL050790,DURHAM HIGH SCHOOL,Durham,Butte,4.09,4.21,
E3 CIVIC HIGH054723,E3 CIVIC HIGH,San Diego,San Diego,3.5,3.86,3.93
EAGLE ROCK HIGH SCHOOL051580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,3.7,3.87,3.93
EARLY COLLEGE HIGH SCHOOL050404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,3.63,3.8,3.98
EAST BAKERSFIELD HIGH SCHOOL050210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,3.94,4.03,4.14
EAST BAY INNOVATION ACADEMY054970,EAST BAY INNOVATION ACADEMY,Oakland,Alameda,3.99,4.05,3.98
EAST COLLEGE PREP050338,EAST COLLEGE PREP,Los Angeles,Los Angeles,3.76,3.88,4.11
EAST LA PERFORMING ARTS MAGNET054452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,3.44,3.71,3.76
EAST LA RENAISSANCE ACADEMY054450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,3.6,3.76,3.85
EAST PALO ALTO ACADEMY052022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,3.38,3.63,3.73
EAST UNION HIGH SCHOOL051899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,3.57,3.69,3.65
EAST VALLEY HIGH SCHOOL054082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,3.67,3.78,4.03
EAST VILLAGE MIDDLE COLLEGE HS054281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,3.53,,
EASTLAKE HIGH SCHOOL050579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,3.94,4.06,4.13
EASTSIDE HIGH SCHOOL054060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,3.67,3.9,4.03
EDGEWOOD HIGH SCHOOL054481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,3.93,3.98,4.04
EDISON HIGH SCHOOL050980,EDISON HIGH SCHOOL,Fresno,Fresno,3.85,3.96,4.08
EDISON HIGH SCHOOL051218,EDISON HIGH SCHOOL,Huntington Beach,Orange,3.95,4.02,4.05
EDISON SENIOR HIGH SCHOOL053420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,3.58,3.85,4.02
EDWARD R ROYBAL LEARNING CNTR051862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,3.47,3.75,
EISENHOWER HIGH SCHOOL052622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,3.58,3.73,3.94
EL CAJON VALLEY HIGH SCHOOL050805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,3.71,3.98,4.21
EL CAMINO FUNDAMENTAL HS052710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,3.85,3.99,4.13
EL CAMINO HIGH SCHOOL052248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,3.87,4,4.1
EL CAMINO HIGH SCHOOL053648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,3.96,4.09,4.21
EL CAMINO HIGH053413,EL CAMINO HIGH,South San Francisco,San Mateo,3.87,4.04,4.11
EL CAMINO REAL CHARTER HIGH SC053801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,3.78,3.92,3.97
EL CAPITAN HIGH SCHOOL051346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,3.89,3.99,4.13
EL CAPITAN HIGH SCHOOL054697,EL CAPITAN HIGH SCHOOL,Merced,Merced,3.85,3.93,4.04
EL CERRITO HIGH SCHOOL050815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,3.88,3.98,4.02
EL DIAMANTE HIGH SCHOOL053699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,3.81,3.9,3.86
EL DORADO HIGH SCHOOL052478,EL DORADO HIGH SCHOOL,Placentia,Orange,3.78,3.89,3.96
EL DORADO HIGH SCHOOL052485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,3.73,4.01,4.15
EL MODENA HIGH SCHOOL052276,EL MODENA HIGH SCHOOL,Orange,Orange,3.86,3.95,4.03
EL MOLINO HIGH SCHOOL050947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,3.91,4.01,4
EL MONTE HIGH SCHOOL050835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,3.56,3.69,3.87
EL RANCHO HIGH SCHOOL052655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,3.59,3.73,3.89
EL SEGUNDO HIGH SCHOOL050845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,3.87,3.97,4.08
EL TORO HIGH SCHOOL051974,EL TORO HIGH SCHOOL,Lake Forest,Orange,3.91,4,4.15
ELEANOR ROOSEVELT HIGH SCHOOL054078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,3.73,3.88,3.94
ELIZABETH LEARNING CENTER050697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,3.64,3.84,3.99
ELK GROVE HIGH SCHOOL050825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,3.76,3.91,4.03
ELLEN OCHOA PREP ACADEMY050048,ELLEN OCHOA PREP ACADEMY,Pico Rivera,Los Angeles,3.62,3.74,
ELSIE ALLEN HIGH SCHOOL053316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,3.65,3.91,3.87
ELSINORE HIGH SCHOOL050855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,3.78,3.88,3.88
EMERY SECONDARY SCHOOL050860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,3.78,3.84,4
ENCINA HIGH SCHOOL052716,ENCINA HIGH SCHOOL,Sacramento,Sacramento,3.64,,
ENCINAL HIGH SCHOOL050015,ENCINAL HIGH SCHOOL,Alameda,Alameda,3.93,4.03,4.07
ENCORE HS FOR THE ARTS - RIVER050268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,3.92,4.03,
ENCORE JR/SR HIGH SCHOOL054307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,3.97,4.14,
ENGINEERING & TECH ACAD AT THS054441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,3.7,3.85,3.87
ENTERPRISE HIGH SCHOOL052580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,3.84,3.96,4.11
ENVIRONMENTAL CHARTER HS051472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,3.72,3.75,3.93
ENVISION ACAD ARTS/TECHNOLOGY054285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,3.55,3.57,3.55
ERNEST RIGHETTI HIGH SCHOOL053303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,3.67,3.88,4.12
ERNEST S MCBRIDE SR HIGH SCHL054725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,3.8,3.97,3.94
ESCALON HIGH SCHOOL050870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,3.87,4.04,4.18
ESCONDIDO CHARTER HIGH SCHOOL050871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,4.01,4.08,4.2
ESCONDIDO HIGH SCHOOL050880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,3.54,3.87,4.04
ESPARTO HIGH SCHOOL050885,ESPARTO HIGH SCHOOL,Esparto,Yolo,3.82,3.81,
ESPERANZA HIGH SCHOOL050093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,3.82,3.9,3.87
ESTANCIA HIGH SCHOOL050684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,3.7,3.78,3.84
ETIWANDA HIGH SCHOOL050888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,3.71,3.85,3.89
EUREKA SENIOR HIGH SCHOOL050900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,4.01,4.15,4.12
EVEREST PUBLIC HIGH SCHOOL054429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,3.92,4.08,4.14
EVERETT ALVAREZ HIGH SCHOOL052778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,3.67,3.85,3.98
EVERGREEN VALLEY HIGH SCHOOL053169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,3.87,3.94,3.98
EXCELSIOR CHARTER SCHOOLS053686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,3.76,3.84,3.93
EXETER UNION HIGH SCHOOL050905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,3.87,3.89,
F BRAVO MEDICAL MAGNET HS051719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,3.65,3.79,3.84
FAIRFAX HIGH SCHOOL051590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,3.61,3.78,3.86
FAIRFIELD HIGH SCHOOL050911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,3.8,3.97,4.03
FALLBROOK UNION HIGH SCHOOL050925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,3.8,3.98,4.03
FARMERSVILLE HIGH SCHOOL050924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,3.65,3.76,
FELICITAS GONZALO MENDEZ HS054381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,3.56,3.58,3.8
FILLMORE HIGH SCHOOL050935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,3.72,3.8,3.72
FIREBAUGH HIGH SCHOOL050937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,3.83,3.89,
FLORIN HIGH SCHOOL052722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,3.7,3.85,3.93
FLOYD B BUCHANAN HIGH SCHOOL050618,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,3.96,4.01,4.06
FOLSOM HIGH SCHOOL050940,FOLSOM HIGH SCHOOL,Folsom,Sacramento,3.84,4.01,4.06
FONTANA HIGH SCHOOL050945,FONTANA HIGH SCHOOL,Fontana,San Bernardino,3.53,3.7,3.91
FOOTHILL HIGH SCHOOL050213,FOOTHILL HIGH SCHOOL,Bakersfield,Kern,3.9,3.91,3.91
FOOTHILL HIGH SCHOOL052131,FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,3.79,3.87,4.11
FOOTHILL HIGH SCHOOL052497,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,3.85,3.92,3.95
FOOTHILL HIGH SCHOOL052581,FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,3.99,4.05,4.08
FOOTHILL HIGH SCHOOL053234,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,3.86,4,4.04
