Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
FOOTHILL TECHNOLOGY HS053691,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,3.94,3.99,4.07
FOREST CHARTER SCHOOL052226,FOREST CHARTER SCHOOL,Nevada City,Nevada,3.76,,
FORESTHILL HIGH SCHOOL051083,FORESTHILL HIGH SCHOOL,Foresthill,Placer,4.11,4.11,
FORT BRAGG HIGH SCHOOL050955,FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,3.8,3.99,
FORTUNA UNION HIGH SCHOOL050965,FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,4.16,4.16,4.21
FOSHAY LEARNING CENTER051788,FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,3.63,3.87,3.91
FOUNTAIN VALLEY HIGH SCHOOL050964,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,3.85,3.94,4.04
FOWLER HIGH SCHOOL050967,FOWLER HIGH SCHOOL,Fowler,Fresno,3.93,3.95,3.96
FRANKLIN HIGH SCHOOL050824,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,3.95,4,4.07
FRANKLIN HIGH SCHOOL053425,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,3.34,3.66,3.74
FRED C BEYER HIGH SCHOOL051986,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,3.82,3.92,3.97
FREEDOM HIGH SCHOOL050372,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,3.75,3.91,3.99
FREMONT ACD ENGINEERING/DESIGN054523,FREMONT ACD ENGINEERING/DESIGN,Pomona,Los Angeles,3.78,3.91,
FREMONT HIGH SCHOOL052205,FREMONT HIGH SCHOOL,Oakland,Alameda,3.67,3.88,4.09
FREMONT HIGH SCHOOL053460,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,3.89,3.96,4.05
FRESNO HIGH SCHOOL050985,FRESNO HIGH SCHOOL,Fresno,Fresno,3.82,3.89,4.06
FRONTIER HIGH SCHOOL054058,FRONTIER HIGH SCHOOL,Bakersfield,Kern,3.95,4.09,4.2
FULLERTON UNION HIGH SCHOOL051010,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,3.86,3.97,4
GABRIELINO HIGH SCHOOL053062,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,3.85,3.96,3.99
GAHR HIGH SCHOOL050722,GAHR HIGH SCHOOL,Cerritos,Los Angeles,3.7,3.9,3.99
GALILEO ACAD OF SCIENCE & TECH052945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,3.74,3.86,3.93
GALT HIGH SCHOOL051015,GALT HIGH SCHOOL,Galt,Sacramento,3.81,3.91,3.86
GANESHA HIGH SCHOOL052503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,3.54,3.77,3.92
GARDEN GROVE HIGH SCHOOL051030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,3.77,3.9,3.96
GARDENA HIGH SCHOOL051020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,3.74,3.95,4.19
GAREY HIGH SCHOOL052501,GAREY HIGH SCHOOL,Pomona,Los Angeles,3.64,3.8,3.85
GATEWAY HIGH SCHOOL052947,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,3.84,3.89,4.04
GEORGE WASHINGTON HIGH SCHOOL052950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,3.73,3.85,3.96
GEORGE WASHINGTON PREP HS051605,GEORGE WASHINGTON PREP HS,Los Angeles,Los Angeles,3.42,3.73,3.64
GEORGE WASHINGTON SCHL OF ARTS053015,GEORGE WASHINGTON SCHL OF ARTS,Sacramento,Sacramento,3.66,3.92,
GILROY HIGH SCHOOL051040,GILROY HIGH SCHOOL,Gilroy,Santa Clara,3.98,4.1,4.19
GIRLS ACADEMIC LEADERSHIP ACAD050309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,3.73,3.94,3.99
GLADSTONE HIGH SCHOOL050190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,3.74,3.97,4.04
GLEN A WILSON HIGH SCHOOL052694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,3.87,3.92,3.98
GLENDALE HIGH SCHOOL051050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,3.89,4.03,4.1
GLENDORA HIGH SCHOOL051070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,3.89,4.01,4.05
GOLDEN VALLEY HIGH SCHOOL050259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,3.68,3.86,4.01
GOLDEN VALLEY HIGH SCHOOL051953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,3.7,3.87,3.92
GOLDEN VALLEY HIGH SCHOOL053871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,3.87,4.01,4.03
GOLDEN WEST HIGH SCHOOL053662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,3.79,4.09,4.09
GOMPERS PREPARATORY ACADEMY054353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,3.6,3.91,4.11
GONZALES HIGH SCHOOL051085,GONZALES HIGH SCHOOL,Gonzales,Monterey,3.48,3.76,
GORMAN LEARNING CENTER052344,GORMAN LEARNING CENTER,Redlands,San Bernardino,3.85,,
GRACE M DAVIS HIGH SCHOOL051983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,3.8,3.84,3.92
GRANADA HIGH SCHOOL051423,GRANADA HIGH SCHOOL,Livermore,Alameda,3.88,4,4.05
GRANADA HILLS CHARTER HIGH SCH051088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,3.83,3.94,3.97
GRAND TERRACE HIGH SCHOOL054606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,3.53,3.76,3.84
GRANITE BAY HIGH SCHOOL051106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,3.88,3.95,4.02
GRANITE HILLS HIGH SCHOOL050134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,3.67,3.84,3.8
GRANITE HILLS HIGH SCHOOL050806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,3.67,3.88,3.97
GRANITE HILLS HIGH SCHOOL052519,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,3.64,3.76,
GRANT HIGH SCHOOL050740,GRANT HIGH SCHOOL,Sacramento,Sacramento,3.76,3.86,4.02
GREAT OAK HIGH SCHOOL053880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,3.88,3.99,4.02
GREEN DESIGN COMMUNITY SCHOOL051622,GREEN DESIGN COMMUNITY SCHOOL,Los Angeles,Los Angeles,3.57,3.87,3.87
GREENFIELD HIGH SCHOOL051113,GREENFIELD HIGH SCHOOL,Greenfield,Monterey,3.74,4.06,4.06
GRETCHEN WHITNEY HIGH SCHOOL050526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,3.91,3.98,4.05
GROSSMONT HIGH SCHOOL051110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,3.9,4.01,4.11
GROSSMONT MIDDLE COLLEGE HS050828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,4.05,4.09,4.13
GROVE HIGH SCHOOL052928,GROVE HIGH SCHOOL,Redlands,San Bernardino,4.16,4.16,
GUAJOME PARK ACADEMY052251,GUAJOME PARK ACADEMY,Vista,San Diego,3.8,3.87,3.92
GUSTINE HIGH SCHOOL051115,GUSTINE HIGH SCHOOL,Gustine,Merced,3.74,3.81,4.24
HALF MOON BAY HIGH SCHOOL051120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,3.95,4.12,4.22
HAMILTON HIGH SCHOOL050108,HAMILTON HIGH SCHOOL,Anza,Riverside,3.9,3.9,
HANFORD HIGH SCHOOL051130,HANFORD HIGH SCHOOL,Hanford,Kings,3.91,3.94,4.07
HANFORD WEST HIGH SCHOOL051128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,3.87,3.92,
HARBOR HIGH SCHOOL053293,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,3.83,3.92,4.06
HARMONY MAGNET ACADEMY054414,HARMONY MAGNET ACADEMY,Porterville,Tulare,3.85,3.92,4.06
HAWTHORNE HIGH SCHOOL051145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,3.28,3.67,3.95
HAWTHORNE MATH & SCIENCE ACAD051122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,3.67,3.69,3.78
HAYWARD HIGH SCHOOL051150,HAYWARD HIGH SCHOOL,Hayward,Alameda,3.73,3.83,4.04
HEALDSBURG HIGH SCHOOL051160,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,3.81,3.92,3.92
HEALTH CAREERS ACADEMY HS054631,HEALTH CAREERS ACADEMY HS,Stockton,San Joaquin,3.69,3.89,3.93
HEALTH PROFESSIONS HIGH SCH053984,HEALTH PROFESSIONS HIGH SCH,Sacramento,Sacramento,3.85,3.94,3.98
HEALTH SCIENCES HIGH/MID COLL054201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,3.83,4.03,4.09
HECTOR GODINEZ FUNDAMENTAL HS054150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,3.75,3.82,3.95
HELEN BERNSTEIN HIGH SCHOOL054249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,3.79,3.87,3.85
HELIX HIGH SCHOOL051350,HELIX HIGH SCHOOL,La Mesa,San Diego,3.76,3.86,3.92
HEMET HIGH SCHOOL051165,HEMET HIGH SCHOOL,Hemet,Riverside,3.75,3.92,4.03
HENRY J KAISER HIGH SCHOOL050942,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,3.68,3.84,3.91
HENRY M GUNN SENIOR HIGH SCHL052347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,4,4.03,4.06
HENRY T GUNDERSON HIGH SCHOOL053088,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,3.78,4.02,4.07
HERBERT HOOVER HIGH SCHOOL050989,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,3.75,3.94,4.14
HERBERT HOOVER HIGH SCHOOL051060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,3.88,3.97,3.95
HERBERT HOOVER HIGH SCHOOL052850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,3.62,3.86,3.95
HERCULES HIGH SCHOOL051206,HERCULES HIGH SCHOOL,Hercules,Contra Costa,3.98,4.07,4.08
HERITAGE HIGH SCHOOL050386,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,3.86,3.94,4.07
HERITAGE HIGH SCHOOL054141,HERITAGE HIGH SCHOOL,Menifee,Riverside,3.75,3.89,3.9
HESPERIA HIGH SCHOOL051168,HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,3.58,3.79,3.89
HIGH SCHOOL AT MOORPARK COLL052046,HIGH SCHOOL AT MOORPARK COLL,Moorpark,Ventura,4.17,4.17,4.17
HIGH TECH HIGH CHULA VISTA054313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,4.11,4.24,4.26
HIGH TECH HIGH INTERNATIONAL053945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,4.1,4.19,4.3
HIGH TECH HIGH LA051526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,3.92,4.09,4.17
HIGH TECH HIGH MEDIA ARTS054054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,4.11,4.2,4.28
HIGH TECH HIGH SCHOOL052951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,4.08,4.25,4.25
HIGH TECH HIGH-NORTH COUNTY054219,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,4.02,4.17,4.29
HIGHLAND HIGH SCHOOL050218,HIGHLAND HIGH SCHOOL,Bakersfield,Kern,3.8,3.95,4.11
HIGHLAND HIGH SCHOOL052541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,3.57,3.8,3.87
HIGHLANDS HIGH SCHOOL052132,HIGHLANDS HIGH SCHOOL,North Highlands,Sacramento,3.7,3.9,4.11
HILDA L SOLIS LEARNING ACDMY054710,HILDA L SOLIS LEARNING ACDMY,Los Angeles,Los Angeles,3.2,,
HILLCREST HIGH SCHOOL054677,HILLCREST HIGH SCHOOL,Riverside,Riverside,3.8,4.02,4.08
HILLSDALE HIGH SCHOOL053165,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,3.93,4.03,4.11
HILLTOP HIGH SCHOOL050581,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,3.92,4,4.11
HILMAR HIGH SCHOOL051175,HILMAR HIGH SCHOOL,Hilmar,Merced,3.94,4.04,3.98
HIRAM W JOHNSON HIGH SCHOOL052717,HIRAM W JOHNSON HIGH SCHOOL,Sacramento,Sacramento,3.73,3.92,4.05
HOLLYWOOD HIGH SCHOOL051615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,3.8,3.96,4.03
HOLTVILLE HIGH SCHOOL051200,HOLTVILLE HIGH SCHOOL,Holtville,Imperial,3.92,3.99,4.02
HOMESTEAD HIGH SCHOOL053462,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,3.94,4.01,4.05
HOOPA VALLEY HIGH SCHOOL051205,HOOPA VALLEY HIGH SCHOOL,Hoopa,Humboldt,3.92,,
HORIZON CHARTER SCHOOL051427,HORIZON CHARTER SCHOOL,Lincoln,Placer,3.93,3.93,
HORIZONS SCH CTR INDPNDT STUDY052492,HORIZONS SCH CTR INDPNDT STUDY,Pleasant Hill,Contra Costa,3.67,,
HUENEME HIGH SCHOOL052298,HUENEME HIGH SCHOOL,Oxnard,Ventura,3.81,3.97,4.15
HUGHSON HIGH SCHOOL051215,HUGHSON HIGH SCHOOL,Hughson,Stanislaus,3.63,3.87,3.86
HUMANITAS ACADEMY ART AND TECH054451,HUMANITAS ACADEMY ART AND TECH,Los Angeles,Los Angeles,3.47,3.56,3.79
HUMANITIES AND ARTS ACADEMY-LA054691,HUMANITIES AND ARTS ACADEMY-LA,Harbor City,Los Angeles,3.67,3.88,
HUMPHREYS COLLEGE ACADEMY054651,HUMPHREYS COLLEGE ACADEMY,Stockton,San Joaquin,3.62,3.53,
HUNTINGTON BEACH HIGH SCHOOL051220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,3.88,3.94,3.96
HUNTINGTON PARK HIGH SCHOOL051230,HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,3.68,3.84,4.09
HUNTINGTON PARK INST APLD MED054667,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,3.83,3.95,4.03
IMPACT ACAD ARTS/TECHNOLOGY054255,IMPACT ACAD ARTS/TECHNOLOGY,Hayward,Alameda,3.75,3.84,3.89
IMPERIAL HIGH SCHOOL051240,IMPERIAL HIGH SCHOOL,Imperial,Imperial,3.96,4,4.03
INDEPENDENCE HIGH SCHOOL053087,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,3.87,3.98,4.05
INDEPENDENCE HIGH SCHOOL054242,INDEPENDENCE HIGH SCHOOL,Bakersfield,Kern,3.86,3.98,3.99
INDERKUM HIGH SCHOOL053028,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,3.82,3.97,4.06
INDIAN SPRINGS HIGH SCHOOL054605,INDIAN SPRINGS HIGH SCHOOL,San Bernardino,San Bernardino,3.29,3.63,3.78
INDIO HIGH SCHOOL051247,INDIO HIGH SCHOOL,Indio,Riverside,3.58,3.69,3.78
INGLEWOOD HIGH SCHOOL051260,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,3.57,3.93,4
INSPIRE CHARTER SCHOOL054817,INSPIRE CHARTER SCHOOL,Duarte,Los Angeles,3.79,3.87,
INSPIRE SCHOOL OF ARTS SCIENCE054416,INSPIRE SCHOOL OF ARTS SCIENCE,Chico,Butte,3.89,3.99,4.01
INTERNATIONAL POLYTECHNIC HS052508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,3.68,3.79,3.79
INTERNATIONAL STUDIES L.C.054028,INTERNATIONAL STUDIES L.C.,South Gate,Los Angeles,3.57,3.66,3.69
IQ ACADEMY CALIFORNIA-LA054482,IQ ACADEMY CALIFORNIA-LA,Simi Valley,Ventura,3.34,,
IRVINE HIGH SCHOOL051271,IRVINE HIGH SCHOOL,Irvine,Orange,3.84,3.92,3.97
IRVINGTON HIGH SCHOOL050968,IRVINGTON HIGH SCHOOL,Fremont,Alameda,3.82,3.91,3.97
IVY ACADEMIA054234,IVY ACADEMIA,West Hills,Los Angeles,3.9,,
JAMES A GARFIELD HIGH SCHOOL051635,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,3.58,3.7,3.83
JAMES C ENOCHS HIGH SCHOOL054043,JAMES C ENOCHS HIGH SCHOOL,Modesto,Stanislaus,3.93,4.02,4.04
JAMES LICK HIGH SCHOOL053090,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,3.73,3.92,3.98
JAMES LOGAN HIGH SCHOOL050969,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,3.83,3.96,4
JAMES MADISON HIGH SCHOOL052853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,3.91,3.99,4.06
JAMES MONROE HIGH SCHOOL052902,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,3.59,3.84,3.9
JEFFERSON HIGH SCHOOL050720,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,3.9,3.99,4.13
JESSE M BETHEL HIGH SCHOOL053690,JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,3.83,3.96,3.95
JOHANSEN HIGH SCHOOL051994,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,3.83,3.9,4.03
JOHN A ROWLAND HIGH SCHOOL052696,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,3.72,3.77,3.83
JOHN ADAMS ACADEMY054586,JOHN ADAMS ACADEMY,Roseville,Placer,3.8,,
JOHN BURROUGHS HIGH SCHOOL050400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,3.93,4.05,4.14
JOHN C FREMONT HIGH SCHOOL051645,JOHN C FREMONT HIGH SCHOOL,Los Angeles,Los Angeles,3.61,3.81,3.84
JOHN C KIMBALL HIGH SCHOOL054375,JOHN C KIMBALL HIGH SCHOOL,Tracy,San Joaquin,3.85,3.93,4.04
JOHN F KENNEDY HIGH SCHOOL050379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,3.77,3.84,3.95
JOHN F KENNEDY HIGH SCHOOL050966,JOHN F KENNEDY HIGH SCHOOL,Fremont,Alameda,3.76,3.81,3.96
JOHN F KENNEDY HIGH SCHOOL051089,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,3.72,3.92,3.97
JOHN F KENNEDY HIGH SCHOOL052630,JOHN F KENNEDY HIGH SCHOOL,Richmond,Contra Costa,3.66,3.81,
JOHN F KENNEDY HIGH SCHOOL052713,JOHN F KENNEDY HIGH SCHOOL,Sacramento,Sacramento,3.8,3.98,4.05
JOHN F KENNEDY MIDDLE COLG HS054073,JOHN F KENNEDY MIDDLE COLG HS,Norco,Riverside,3.79,3.95,4.02
JOHN GLENN HIGH SCHOOL052166,JOHN GLENN HIGH SCHOOL,Norwalk,Los Angeles,3.52,3.91,
JOHN H FRANCIS POLYTECHNIC HS053467,JOHN H FRANCIS POLYTECHNIC HS,Sun Valley,Los Angeles,3.62,3.68,3.74
JOHN H PITMAN HIGH SCHOOL053644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,3.81,3.85,3.86
JOHN HENRY HIGH SCHOOL054856,JOHN HENRY HIGH SCHOOL,Richmond,Contra Costa,3.72,3.77,4.04
JOHN MARSHALL FUNDAMENTAL SCH052388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,3.74,3.92,4.03
JOHN MARSHALL HIGH SCHOOL051650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,3.87,4,4.03
JOHN MUIR HIGH SCHOOL052390,JOHN MUIR HIGH SCHOOL,Pasadena,Los Angeles,3.59,3.92,3.93
JOHN O'CONNELL HIGH SCHOOL052960,JOHN O'CONNELL HIGH SCHOOL,San Francisco,San Francisco,3.61,3.72,
JOHN SWETT HIGH SCHOOL050710,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,3.74,4.01,4.03
JOHN W NORTH HIGH SCHOOL052661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,3.64,3.76,3.88
JOSEPH A GREGORI HIGH SCHOOL052031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,3.88,3.96,4.01
JUAN RODRIGUEZ CABRILLO HS051504,JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,3.78,3.95,3.96
JUNE JORDAN SCHOOL FOR EQUITY053884,JUNE JORDAN SCHOOL FOR EQUITY,San Francisco,San Francisco,3.67,,
JUNIPERO SERRA HIGH SCHOOL053131,JUNIPERO SERRA HIGH SCHOOL,San Juan Capistrano,Orange,3.65,,
JURUPA HILLS HIGH SCHOOL051268,JURUPA HILLS HIGH SCHOOL,Fontana,San Bernardino,3.6,3.72,3.88
JURUPA VALLEY HIGH SCHOOL051989,JURUPA VALLEY HIGH SCHOOL,Mira Loma,Riverside,3.74,3.88,4.02
KATELLA HIGH SCHOOL050081,KATELLA HIGH SCHOOL,Anaheim,Orange,3.67,3.87,3.96
KEARNY COLLEGE CONNECTIONS053893,KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,3.91,4.04,4.19
KEARNY DIGITAL MEDIA & DESIGN053216,KEARNY DIGITAL MEDIA & DESIGN,San Diego,San Diego,3.54,4,4.15
KEARNY ENG INNOV & DESIGN053217,KEARNY ENG INNOV & DESIGN,San Diego,San Diego,4.02,4.22,4.24
KEARNY SCH BIOMED SCIENCE TECH053900,KEARNY SCH BIOMED SCIENCE TECH,San Diego,San Diego,3.62,3.98,
KELSEYVILLE HIGH SCHOOL051290,KELSEYVILLE HIGH SCHOOL,Kelseyville,Lake,3.92,4.07,
KERMAN HIGH SCHOOL051295,KERMAN HIGH SCHOOL,Kerman,Fresno,3.83,3.9,3.91
KERN VALLEY HIGH SCHOOL051342,KERN VALLEY HIGH SCHOOL,Lake Isabella,Kern,3.67,3.82,
KING CHAVEZ COMMUNITY HIGH SCH054507,KING CHAVEZ COMMUNITY HIGH SCH,San Diego,San Diego,3.6,3.76,
KING CITY JOINT UNION HS051305,KING CITY JOINT UNION HS,King City,Monterey,3.53,3.6,3.65
KING DREW MAGNET HS MED/SCI051672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,3.7,3.8,3.91
KINGSBURG HIGH SCHOOL051310,KINGSBURG HIGH SCHOOL,Kingsburg,Fresno,4.03,4.04,4.06
KIPP KING COLLEGIATE HIGH SCH054231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,3.86,3.95,4.07
KIPP SAN FRANCISCO COLG PREP054816,KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,3.45,3.52,3.81
KIPP SAN JOSE COLLEGIATE054377,KIPP SAN JOSE COLLEGIATE,San Jose,Santa Clara,3.75,3.83,3.9
LA CANADA HIGH SCHOOL051312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,3.88,3.96,3.97
LA CENTER ENRICHED STUDIES051561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,3.76,3.86,3.95
LA COSTA CANYON HIGH SCHOOL050858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,3.99,4.07,4.1
LA HABRA HIGH SCHOOL051325,LA HABRA HIGH SCHOOL,La Habra,Orange,3.76,3.9,3.91
LA JOLLA HIGH051335,LA JOLLA HIGH,La Jolla,San Diego,4,4.08,4.14
LA MIRADA HIGH SCHOOL051352,LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,3.8,3.94,3.96
LA PUENTE HIGH SCHOOL051359,LA PUENTE HIGH SCHOOL,La Puente,Los Angeles,3.65,3.77,3.84
LA QUINTA HIGH SCHOOL051328,LA QUINTA HIGH SCHOOL,La Quinta,Riverside,3.76,3.91,4.03
LA QUINTA HIGH SCHOOL053737,LA QUINTA HIGH SCHOOL,Westminster,Orange,3.81,3.89,3.99
LA SERNA HIGH SCHOOL053756,LA SERNA HIGH SCHOOL,Whittier,Los Angeles,3.76,3.96,4.06
LA SIERRA HIGH SCHOOL052659,LA SIERRA HIGH SCHOOL,Riverside,Riverside,3.63,3.78,3.96
LAGUNA BEACH HIGH SCHOOL051320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,3.96,3.99,3.95
LAGUNA CREEK HIGH SCHOOL050829,LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,3.73,3.84,3.94
LAGUNA HILLS HIGH SCHOOL051369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,4.04,4.11,4.14
LAKE BALBOA COLLEGE PREP K-12052154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,3.8,4.07,
LAKESIDE HIGH SCHOOL053995,LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,3.86,3.92,4
LAKEWOOD HIGH SCHOOL051347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,3.72,4.01,4.16
LANCASTER HIGH SCHOOL051412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,3.61,3.91,3.97
LARCHMONT CHARTER SCHOOL054683,LARCHMONT CHARTER SCHOOL,West Hollywood,Los Angeles,3.69,3.99,4.05
LAS LOMAS HIGH SCHOOL053680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,4,4.07,4.07
LAS PLUMAS HIGH SCHOOL052293,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,3.83,3.99,
LASSEN HIGH SCHOOL053470,LASSEN HIGH SCHOOL,Susanville,Lassen,3.89,,
LATHROP HIGH SCHOOL054267,LATHROP HIGH SCHOOL,Lathrop,San Joaquin,3.72,3.87,3.86
LATINO COLLEGE PREP ACADEMY053208,LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,3.71,3.81,3.72
LATON HIGH SCHOOL051363,LATON HIGH SCHOOL,Laton,Fresno,3.89,,
LAUSD/USC MEDIA ARTS ENGR MAGN051652,LAUSD/USC MEDIA ARTS ENGR MAGN,Los Angeles,Los Angeles,3.8,3.88,3.99
LAWNDALE HIGH SCHOOL051431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,3.55,3.86,4
LE GRAND UNION HIGH SCHOOL051395,LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,3.7,3.86,3.85
LEADERSHIP HIGH SCHOOL052968,LEADERSHIP HIGH SCHOOL,San Francisco,San Francisco,3.72,3.86,3.87
LEADERSHIP PUBLIC SCH HAYWARD051231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,3.92,3.98,4.04
LEADERSHIP PUBLIC SCH RICHMOND053970,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,3.6,3.72,3.76
LEARNING CHOICE ACADEMY053922,LEARNING CHOICE ACADEMY,San Diego,San Diego,3.96,,
LEGACY COLLEGE PREP051935,LEGACY COLLEGE PREP,Santa Ana,Orange,3.8,3.9,4.07
LEIGH HIGH SCHOOL053092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,3.9,3.98,4.04
