Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Adm,6,,5
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,App,19,13,6
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Adm,8,6,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,App,23,17,6
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Adm,8,6,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,App,45,28,17
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Adm,21,13,8
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Enr,6,3,3
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,App,25,12,13
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,Adm,12,6,6
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,App,133,75,58
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Adm,45,26,19
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Enr,8,6,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,App,20,13,7
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Adm,9,6,3
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,App,39,27,12
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Adm,11,9,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Enr,3,3,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,App,82,50,32
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Adm,29,17,12
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Enr,9,7,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,App,29,12,17
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Adm,13,4,9
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Enr,4,,3
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,App,47,30,17
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Adm,15,12,3
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Enr,3,,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,App,15,9,6
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Adm,8,3,5
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,App,45,29,16
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Adm,14,8,6
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Enr,4,4,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App,7,,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Adm,4,,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,58,34,24
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,12,7,5
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,42,26,16
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm,18,10,8
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Enr,4,,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,App,60,32,28
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Adm,20,13,7
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Enr,5,4,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,65,34,31
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Adm,24,14,10
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Enr,3,,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,139,68,71
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,35,18,17
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Enr,3,,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,App,18,13,5
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Adm,5,3,
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,27,19,8
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Adm,13,10,3
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Enr,4,3,
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,App,27,16,11
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Adm,13,7,6
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Enr,3,,
ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App,41,25,16
ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm,16,11,5
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,App,6,,
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Adm,4,,
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Enr,3,,
ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,App,6,,
ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,Adm,5,,3
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App,47,31,16
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,15,9,6
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,4,,
ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App,46,26,20
ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Adm,15,10,5
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App,30,21,9
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Adm,12,8,4
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Enr,3,,
ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,App,25,18,7
ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,Adm,8,4,4
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App,80,53,27
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm,26,15,11
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Enr,5,3,
EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,App,7,5,
EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,Adm,5,4,
EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App,58,41,17
EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm,16,11,5
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App,275,151,124
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm,102,62,40
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enr,8,4,4
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,App,14,8,6
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Adm,9,5,4
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Enr,6,3,3
EXETER UNION HIGH SCHOOL50905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,App,7,5,
EXETER UNION HIGH SCHOOL50905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,Adm,6,5,
F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,App,137,91,46
F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Adm,18,10,8
FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App,47,28,19
FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Adm,14,9,5
FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,App,16,10,6
FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Adm,7,,5
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,23,20,
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Adm,11,10,
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Enr,5,5,
FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,24,12,12
FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Adm,8,5,3
FOLSOM HIGH SCHOOL50940,FOLSOM HIGH SCHOOL,Folsom,Sacramento,App,90,45,45
FOLSOM HIGH SCHOOL50940,FOLSOM HIGH SCHOOL,Folsom,Sacramento,Adm,37,20,17
FOLSOM HIGH SCHOOL50940,FOLSOM HIGH SCHOOL,Folsom,Sacramento,Enr,6,4,
FONTANA HIGH SCHOOL50945,FONTANA HIGH SCHOOL,Fontana,San Bernardino,App,85,58,27
FONTANA HIGH SCHOOL50945,FONTANA HIGH SCHOOL,Fontana,San Bernardino,Adm,16,12,4
FONTANA HIGH SCHOOL50945,FONTANA HIGH SCHOOL,Fontana,San Bernardino,Enr,4,,3
FOOTHILL HIGH SCHOOL50213,FOOTHILL HIGH SCHOOL,Bakersfield,Kern,App,15,13,
FOOTHILL HIGH SCHOOL50213,FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Adm,12,10,
FOOTHILL HIGH SCHOOL52131,FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,App,14,6,8
FOOTHILL HIGH SCHOOL52131,FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Adm,6,3,3
FOOTHILL HIGH SCHOOL52497,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,App,229,107,122
FOOTHILL HIGH SCHOOL52497,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Adm,96,48,48
FOOTHILL HIGH SCHOOL52497,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Enr,18,8,10
FOOTHILL HIGH SCHOOL52581,FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,App,10,,8
FOOTHILL HIGH SCHOOL52581,FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Adm,8,,6
FOOTHILL HIGH SCHOOL52581,FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Enr,3,,3
FOOTHILL HIGH SCHOOL53234,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,App,96,65,31
FOOTHILL HIGH SCHOOL53234,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Adm,30,23,7
FOOTHILL HIGH SCHOOL53234,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Enr,3,3,
FOOTHILL TECHNOLOGY HS53691,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,App,48,19,29
FOOTHILL TECHNOLOGY HS53691,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Adm,10,,8
FOOTHILL TECHNOLOGY HS53691,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Enr,3,,3
FORT BRAGG HIGH SCHOOL50955,FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,App,10,8,
FORT BRAGG HIGH SCHOOL50955,FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,Adm,5,3,
FORTUNA UNION HIGH SCHOOL50965,FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,App,5,,
FORTUNA UNION HIGH SCHOOL50965,FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,Adm,4,,
FOUNTAIN VALLEY HIGH SCHOOL50964,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,App,160,99,61
FOUNTAIN VALLEY HIGH SCHOOL50964,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,Adm,45,30,15
FOUNTAIN VALLEY HIGH SCHOOL50964,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,Enr,6,3,3
FRANKLIN HIGH SCHOOL50824,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,App,80,50,30
FRANKLIN HIGH SCHOOL50824,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,Adm,27,19,8
FRANKLIN HIGH SCHOOL50824,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,Enr,3,,
FRANKLIN HIGH SCHOOL53425,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,App,15,11,
FRANKLIN HIGH SCHOOL53425,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,Adm,5,3,
FRED C BEYER HIGH SCHOOL51986,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,App,14,6,8
FRED C BEYER HIGH SCHOOL51986,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,Adm,10,,8
FRED C BEYER HIGH SCHOOL51986,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,Enr,4,,4
FREEDOM HIGH SCHOOL50372,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,App,37,23,14
FREEDOM HIGH SCHOOL50372,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Adm,18,8,10
FREEDOM HIGH SCHOOL50372,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Enr,7,5,
FREMONT HIGH SCHOOL52205,FREMONT HIGH SCHOOL,Oakland,Alameda,App,5,,
FREMONT HIGH SCHOOL52205,FREMONT HIGH SCHOOL,Oakland,Alameda,Adm,3,3,
FREMONT HIGH SCHOOL53460,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,App,105,54,50
FREMONT HIGH SCHOOL53460,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Adm,47,28,19
FREMONT HIGH SCHOOL53460,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Enr,8,3,5
FRESNO HIGH SCHOOL50985,FRESNO HIGH SCHOOL,Fresno,Fresno,App,19,13,6
FRESNO HIGH SCHOOL50985,FRESNO HIGH SCHOOL,Fresno,Fresno,Adm,13,9,4
FRONTIER HIGH SCHOOL54058,FRONTIER HIGH SCHOOL,Bakersfield,Kern,App,30,15,15
FRONTIER HIGH SCHOOL54058,FRONTIER HIGH SCHOOL,Bakersfield,Kern,Adm,17,7,10
FRONTIER HIGH SCHOOL54058,FRONTIER HIGH SCHOOL,Bakersfield,Kern,Enr,4,,3
FULLERTON UNION HIGH SCHOOL51010,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,App,49,33,16
FULLERTON UNION HIGH SCHOOL51010,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,Adm,17,11,6
GABRIELINO HIGH SCHOOL53062,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,App,98,53,44
GABRIELINO HIGH SCHOOL53062,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,Adm,43,22,21
GABRIELINO HIGH SCHOOL53062,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,Enr,3,,
GAHR HIGH SCHOOL50722,GAHR HIGH SCHOOL,Cerritos,Los Angeles,App,41,23,18
GAHR HIGH SCHOOL50722,GAHR HIGH SCHOOL,Cerritos,Los Angeles,Adm,16,9,7
GALILEO ACAD OF SCIENCE & TECH52945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,App,96,37,59
GALILEO ACAD OF SCIENCE & TECH52945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,Adm,21,8,13
GARDEN GROVE HIGH SCHOOL51030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,App,62,34,28
GARDEN GROVE HIGH SCHOOL51030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Adm,26,12,14
GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,App,21,17,
GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Adm,9,9,
GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,App,27,18,9
GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Adm,10,7,3
GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Enr,7,5,
GEORGE WASHINGTON HIGH SCHOOL52950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,App,124,71,53
GEORGE WASHINGTON HIGH SCHOOL52950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,Adm,26,15,11
GLADSTONE HIGH SCHOOL50190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,App,13,9,
GLADSTONE HIGH SCHOOL50190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Adm,8,6,
GLEN A WILSON HIGH SCHOOL52694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,App,88,45,43
GLEN A WILSON HIGH SCHOOL52694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Adm,29,15,14
GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,App,65,40,25
GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Adm,23,10,13
GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Enr,3,,
GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,App,70,35,35
GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Adm,29,17,12
GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Enr,6,4,
GOLDEN VALLEY HIGH SCHOOL50259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,App,35,29,6
GOLDEN VALLEY HIGH SCHOOL50259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,Adm,16,14,
GOLDEN VALLEY HIGH SCHOOL50259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,Enr,6,5,
GOLDEN VALLEY HIGH SCHOOL51953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,App,17,15,
GOLDEN VALLEY HIGH SCHOOL51953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,Adm,11,10,
GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,App,52,27,25
GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Adm,16,7,9
GOLDEN WEST HIGH SCHOOL53662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,App,11,7,
GOLDEN WEST HIGH SCHOOL53662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,Adm,7,4,3
GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,App,38,23,15
GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Adm,4,3,
GRACE M DAVIS HIGH SCHOOL51983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,App,17,12,5
GRACE M DAVIS HIGH SCHOOL51983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,Adm,11,8,3
GRACE M DAVIS HIGH SCHOOL51983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,Enr,3,,
GRANADA HIGH SCHOOL51423,GRANADA HIGH SCHOOL,Livermore,Alameda,App,85,50,35
GRANADA HIGH SCHOOL51423,GRANADA HIGH SCHOOL,Livermore,Alameda,Adm,22,13,9
GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,App,317,192,125
GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Adm,93,52,41
GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Enr,7,5,
GRAND TERRACE HIGH SCHOOL54606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,App,34,24,10
GRAND TERRACE HIGH SCHOOL54606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,Adm,14,11,3
GRANITE BAY HIGH SCHOOL51106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,App,128,66,62
GRANITE BAY HIGH SCHOOL51106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Adm,42,21,21
GRANITE BAY HIGH SCHOOL51106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Enr,9,7,
GRANITE HILLS HIGH SCHOOL50134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,App,19,13,6
GRANITE HILLS HIGH SCHOOL50134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,Adm,8,6,
GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,App,35,24,11
GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,Adm,14,10,4
GREAT OAK HIGH SCHOOL53880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,App,119,62,57
GREAT OAK HIGH SCHOOL53880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Adm,29,18,11
GREAT OAK HIGH SCHOOL53880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Enr,6,5,
GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,App,83,44,39
GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Adm,36,19,17
GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Enr,4,,
GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,App,41,18,23
GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Adm,15,7,8
GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Enr,3,,
GROVE HIGH SCHOOL52928,GROVE HIGH SCHOOL,Redlands,San Bernardino,App,5,,
GROVE HIGH SCHOOL52928,GROVE HIGH SCHOOL,Redlands,San Bernardino,Adm,4,,
GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,App,12,6,6
GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,Adm,4,,
HALF MOON BAY HIGH SCHOOL51120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,App,41,21,20
HALF MOON BAY HIGH SCHOOL51120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Adm,20,7,13
HALF MOON BAY HIGH SCHOOL51120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Enr,10,4,6
HANFORD HIGH SCHOOL51130,HANFORD HIGH SCHOOL,Hanford,Kings,App,14,9,5
HANFORD HIGH SCHOOL51130,HANFORD HIGH SCHOOL,Hanford,Kings,Adm,9,5,4
HANFORD WEST HIGH SCHOOL51128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,App,7,,
HANFORD WEST HIGH SCHOOL51128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,Adm,7,3,4
HARMONY MAGNET ACADEMY54414,HARMONY MAGNET ACADEMY,Porterville,Tulare,App,9,8,
HARMONY MAGNET ACADEMY54414,HARMONY MAGNET ACADEMY,Porterville,Tulare,Adm,4,4,
HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,App,45,27,18
HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Adm,12,7,5
HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Enr,4,3,
HEALDSBURG HIGH SCHOOL51160,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,App,13,6,7
