Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
FAITH LUTHERAN HIGH SCHOOL290109,FAITH LUTHERAN HIGH SCHOOL,Las Vegas,NV,Enr,7,,5,
FARMINGTON HIGH SCHOOL70805,FARMINGTON HIGH SCHOOL,Farmington,CT,App,17,9,8,
FARMINGTON HIGH SCHOOL70805,FARMINGTON HIGH SCHOOL,Farmington,CT,Adm,11,4,7,
FARRAGUT HIGH SCHOOL430435,FARRAGUT HIGH SCHOOL,Knoxville,TN,App,11,7,,
FARRAGUT HIGH SCHOOL430435,FARRAGUT HIGH SCHOOL,Knoxville,TN,Adm,7,5,,
FIELDSTON SCHOOL333628,FIELDSTON SCHOOL,Bronx,NY,App,18,12,6,
FIELDSTON SCHOOL333628,FIELDSTON SCHOOL,Bronx,NY,Adm,11,8,3,
FIORELLO H LAGUARDIA HS MUSIC333685,FIORELLO H LAGUARDIA HS MUSIC,New York,NY,App,38,32,6,
FIORELLO H LAGUARDIA HS MUSIC333685,FIORELLO H LAGUARDIA HS MUSIC,New York,NY,Adm,19,15,4,
FIRST ACADEMY101316,FIRST ACADEMY,Orlando,FL,App,8,,6,
FIRST ACADEMY101316,FIRST ACADEMY,Orlando,FL,Adm,6,,4,
FIRST ACADEMY101316,FIRST ACADEMY,Orlando,FL,Enr,4,,3,
FISHERS HIGH SCHOOL151041,FISHERS HIGH SCHOOL,Fishers,IN,App,10,8,,
FISHERS HIGH SCHOOL151041,FISHERS HIGH SCHOOL,Fishers,IN,Adm,4,4,,
FLINT HILL SCHOOL471648,FLINT HILL SCHOOL,Oakton,VA,App,15,7,8,
FLINT HILL SCHOOL471648,FLINT HILL SCHOOL,Oakton,VA,Adm,10,5,5,
FLINT HILL SCHOOL471648,FLINT HILL SCHOOL,Oakton,VA,Enr,5,3,,
FLOWER MOUND HIGH SCHOOL442434,FLOWER MOUND HIGH SCHOOL,Flower Mound,TX,App,26,16,10,
FLOWER MOUND HIGH SCHOOL442434,FLOWER MOUND HIGH SCHOOL,Flower Mound,TX,Adm,12,9,3,
FOOTHILL HIGH SCHOOL290073,FOOTHILL HIGH SCHOOL,Henderson,NV,App,8,5,,
FOOTHILL HIGH SCHOOL290073,FOOTHILL HIGH SCHOOL,Henderson,NV,Adm,5,4,,
FOREST HILLS EASTERN HS230000,FOREST HILLS EASTERN HS,Ada,MI,App,5,,,
FOREST HILLS EASTERN HS230000,FOREST HILLS EASTERN HS,Ada,MI,Adm,3,,,
FOREST HILLS HIGH SCHOOL331935,FOREST HILLS HIGH SCHOOL,Forest Hills,NY,App,6,,,
FOREST HILLS HIGH SCHOOL331935,FOREST HILLS HIGH SCHOOL,Forest Hills,NY,Adm,5,3,,
FOREST RIDGE SCH SACRED HEART481070,FOREST RIDGE SCH SACRED HEART,Bellevue,WA,App,9,9,,
FOREST RIDGE SCH SACRED HEART481070,FOREST RIDGE SCH SACRED HEART,Bellevue,WA,Adm,8,8,,
FORSYTH COUNTRY DAY SCHOOL344421,FORSYTH COUNTRY DAY SCHOOL,Lewisville,NC,App,6,,,
FORSYTH COUNTRY DAY SCHOOL344421,FORSYTH COUNTRY DAY SCHOOL,Lewisville,NC,Adm,4,,,
FORT COLLINS HIGH SCHOOL60590,FORT COLLINS HIGH SCHOOL,Ft Collins,CO,App,16,9,7,
FORT COLLINS HIGH SCHOOL60590,FORT COLLINS HIGH SCHOOL,Ft Collins,CO,Adm,12,7,5,
FORT MYERS HIGH SCHOOL100515,FORT MYERS HIGH SCHOOL,Fort Myers,FL,App,6,,,
FORT MYERS HIGH SCHOOL100515,FORT MYERS HIGH SCHOOL,Fort Myers,FL,Adm,5,3,,
FOSSIL RIDGE HIGH SCHOOL60606,FOSSIL RIDGE HIGH SCHOOL,Fort Collins,CO,App,25,13,12,
FOSSIL RIDGE HIGH SCHOOL60606,FOSSIL RIDGE HIGH SCHOOL,Fort Collins,CO,Adm,13,8,5,
FOSSIL RIDGE HIGH SCHOOL60606,FOSSIL RIDGE HIGH SCHOOL,Fort Collins,CO,Enr,3,,,
FOUNTAIN VALLEY SCHOOL60275,FOUNTAIN VALLEY SCHOOL,Colorado Springs,CO,App,8,,6,
FOUNTAIN VALLEY SCHOOL60275,FOUNTAIN VALLEY SCHOOL,Colorado Springs,CO,Adm,4,,,
FOXCROFT SCHOOL471425,FOXCROFT SCHOOL,Middleburg,VA,App,7,7,,
FOXCROFT SCHOOL471425,FOXCROFT SCHOOL,Middleburg,VA,Adm,7,7,,
FRANCIS LEWIS HIGH SCHOOL331926,FRANCIS LEWIS HIGH SCHOOL,Fresh Meadows,NY,App,14,6,8,
FRANCIS LEWIS HIGH SCHOOL331926,FRANCIS LEWIS HIGH SCHOOL,Fresh Meadows,NY,Adm,7,4,3,
FRANCIS W PARKER SCHOOL140830,FRANCIS W PARKER SCHOOL,Chicago,IL,App,8,5,,
FRANCIS W PARKER SCHOOL140830,FRANCIS W PARKER SCHOOL,Chicago,IL,Adm,6,4,,
FRANKLIN HIGH SCHOOL220860,FRANKLIN HIGH SCHOOL,Franklin,MA,App,5,,,
FRANKLIN HIGH SCHOOL220860,FRANKLIN HIGH SCHOOL,Franklin,MA,Adm,3,,,
FRANKLIN HIGH SCHOOL310979,FRANKLIN HIGH SCHOOL,Somerset,NJ,App,7,,,
FRANKLIN HIGH SCHOOL310979,FRANKLIN HIGH SCHOOL,Somerset,NJ,Adm,5,3,,
FRANKLIN HIGH SCHOOL380870,FRANKLIN HIGH SCHOOL,Portland,OR,App,15,8,7,
FRANKLIN HIGH SCHOOL380870,FRANKLIN HIGH SCHOOL,Portland,OR,Adm,11,5,6,
FRANKLIN HIGH SCHOOL430705,FRANKLIN HIGH SCHOOL,Franklin,TN,App,6,,,
FRANKLIN HIGH SCHOOL430705,FRANKLIN HIGH SCHOOL,Franklin,TN,Adm,3,,,
FREDERICK GUNN SCHOOL70825,FREDERICK GUNN SCHOOL,Washington,CT,App,11,,9,
FREDERICK GUNN SCHOOL70825,FREDERICK GUNN SCHOOL,Washington,CT,Adm,10,,8,
FREDERICK GUNN SCHOOL70825,FREDERICK GUNN SCHOOL,Washington,CT,Enr,3,,3,
FREDERICK HIGH SCHOOL210533,FREDERICK HIGH SCHOOL,Frederick,MD,Adm,3,,,
FREEDOM HIGH SCHOOL101801,FREEDOM HIGH SCHOOL,Orlando,FL,Adm,3,,,
FREEDOM HIGH SCHOOL472110,FREEDOM HIGH SCHOOL,South Riding,VA,App,14,6,8,
FREEDOM HIGH SCHOOL472110,FREEDOM HIGH SCHOOL,South Riding,VA,Adm,9,5,4,
FREEDOM HIGH SCHOOL472110,FREEDOM HIGH SCHOOL,South Riding,VA,Enr,4,,,
FREEHOLD TOWNSHIP HIGH SCHOOL310407,FREEHOLD TOWNSHIP HIGH SCHOOL,Freehold,NJ,App,5,,,
FRENCH AMERICAN SCHOOL OF NY332992,FRENCH AMERICAN SCHOOL OF NY,Mamaroneck,NY,Adm,3,,,
FRIENDS ACADEMY332880,FRIENDS ACADEMY,Locust Valley,NY,App,8,5,,
FRIENDS ACADEMY332880,FRIENDS ACADEMY,Locust Valley,NY,Adm,3,,,
FRIENDS CENTRAL SCHOOL393315,FRIENDS CENTRAL SCHOOL,Wynnewood,PA,App,18,5,12,
FRIENDS CENTRAL SCHOOL393315,FRIENDS CENTRAL SCHOOL,Wynnewood,PA,Adm,13,4,9,
FRIENDS CENTRAL SCHOOL393315,FRIENDS CENTRAL SCHOOL,Wynnewood,PA,Enr,3,,,
FRIENDS SCHOOL OF BALTIMORE210090,FRIENDS SCHOOL OF BALTIMORE,Baltimore,MD,App,8,,,
FRIENDS SCHOOL OF BALTIMORE210090,FRIENDS SCHOOL OF BALTIMORE,Baltimore,MD,Adm,6,,4,
FRIENDS SELECT SCHOOL393320,FRIENDS SELECT SCHOOL,Philadelphia,PA,App,6,5,,
FRIENDS SELECT SCHOOL393320,FRIENDS SELECT SCHOOL,Philadelphia,PA,Adm,6,5,,
FRIENDSWOOD HIGH SCHOOL442625,FRIENDSWOOD HIGH SCHOOL,Friendswood,TX,App,12,9,,
FRIENDSWOOD HIGH SCHOOL442625,FRIENDSWOOD HIGH SCHOOL,Friendswood,TX,Adm,8,6,,
FRISCO HIGH SCHOOL442635,FRISCO HIGH SCHOOL,Frisco,TX,App,12,,7,
FRISCO HIGH SCHOOL442635,FRISCO HIGH SCHOOL,Frisco,TX,Adm,10,4,6,
FRISCO HIGH SCHOOL442635,FRISCO HIGH SCHOOL,Frisco,TX,Enr,3,,,
FRYEBURG ACADEMY200390,FRYEBURG ACADEMY,Fryeburg,ME,App,6,,,
FUSION ACADEMY WASHINGTON DC90009,FUSION ACADEMY WASHINGTON DC,Washington,DC,App,5,,,
FUSION ACADEMY WASHINGTON DC90009,FUSION ACADEMY WASHINGTON DC,Washington,DC,Adm,4,,,
GALLOWAY SCHOOL THE110167,GALLOWAY SCHOOL THE,Atlanta,GA,App,6,,,
GALLOWAY SCHOOL THE110167,GALLOWAY SCHOOL THE,Atlanta,GA,Adm,4,,3,
GARFIELD HIGH SCHOOL481115,GARFIELD HIGH SCHOOL,Seattle,WA,App,77,44,32,
GARFIELD HIGH SCHOOL481115,GARFIELD HIGH SCHOOL,Seattle,WA,Adm,50,28,22,
GARFIELD HIGH SCHOOL481115,GARFIELD HIGH SCHOOL,Seattle,WA,Enr,7,3,4,
GARRISON FOREST SCHOOL210580,GARRISON FOREST SCHOOL,Owings Mills,MD,App,6,6,,
GARRISON FOREST SCHOOL210580,GARRISON FOREST SCHOOL,Owings Mills,MD,Adm,4,4,,
GEORGE C MARSHALL HIGH SCHOOL470794,GEORGE C MARSHALL HIGH SCHOOL,Falls Church,VA,App,25,16,9,
GEORGE C MARSHALL HIGH SCHOOL470794,GEORGE C MARSHALL HIGH SCHOOL,Falls Church,VA,Adm,16,12,4,
GEORGE C MARSHALL HIGH SCHOOL470794,GEORGE C MARSHALL HIGH SCHOOL,Falls Church,VA,Enr,4,3,,
GEORGE MASON HIGH SCHOOL470795,GEORGE MASON HIGH SCHOOL,Falls Church,VA,App,13,8,5,
GEORGE MASON HIGH SCHOOL470795,GEORGE MASON HIGH SCHOOL,Falls Church,VA,Adm,12,8,4,
GEORGE MASON HIGH SCHOOL470795,GEORGE MASON HIGH SCHOOL,Falls Church,VA,Enr,3,,,
GEORGE SCHOOL391505,GEORGE SCHOOL,Newtown,PA,App,27,14,13,
GEORGE SCHOOL391505,GEORGE SCHOOL,Newtown,PA,Adm,19,10,9,
GEORGE SCHOOL391505,GEORGE SCHOOL,Newtown,PA,Enr,8,5,3,
GEORGE STEVENS ACADEMY200140,GEORGE STEVENS ACADEMY,Blue Hill,ME,App,9,,9,
GEORGE STEVENS ACADEMY200140,GEORGE STEVENS ACADEMY,Blue Hill,ME,Adm,8,,8,
GEORGE STEVENS ACADEMY200140,GEORGE STEVENS ACADEMY,Blue Hill,ME,Enr,3,,3,
GEORGE WALTON COMPREHENSIVE HS111987,GEORGE WALTON COMPREHENSIVE HS,Marietta,GA,App,23,10,13,
GEORGE WALTON COMPREHENSIVE HS111987,GEORGE WALTON COMPREHENSIVE HS,Marietta,GA,Adm,15,7,8,
GEORGE WALTON COMPREHENSIVE HS111987,GEORGE WALTON COMPREHENSIVE HS,Marietta,GA,Enr,4,3,,
GEORGE WASHINGTON HIGH SCHOOL60413,GEORGE WASHINGTON HIGH SCHOOL,Denver,CO,App,14,,9,
GEORGE WASHINGTON HIGH SCHOOL60413,GEORGE WASHINGTON HIGH SCHOOL,Denver,CO,Adm,12,3,8,
GEORGETOWN DAY SCHOOL90081,GEORGETOWN DAY SCHOOL,Washington,DC,App,16,9,7,
GEORGETOWN DAY SCHOOL90081,GEORGETOWN DAY SCHOOL,Washington,DC,Adm,7,5,,
GEORGETOWN PREPARATORY SCHOOL210575,GEORGETOWN PREPARATORY SCHOOL,North Bethesda,MD,App,27,,27,
GEORGETOWN PREPARATORY SCHOOL210575,GEORGETOWN PREPARATORY SCHOOL,North Bethesda,MD,Adm,14,,14,
GERMANTOWN FRIENDS SCHOOL393325,GERMANTOWN FRIENDS SCHOOL,Philadelphia,PA,App,12,,9,
GERMANTOWN FRIENDS SCHOOL393325,GERMANTOWN FRIENDS SCHOOL,Philadelphia,PA,Adm,7,,6,
GIBSON EK HIGH SCHOOL480002,GIBSON EK HIGH SCHOOL,Issaquah,WA,App,6,5,,
GIBSON EK HIGH SCHOOL480002,GIBSON EK HIGH SCHOOL,Issaquah,WA,Adm,4,3,,
GIG HARBOR HIGH SCHOOL480421,GIG HARBOR HIGH SCHOOL,Gig Harbor,WA,App,24,19,5,
GIG HARBOR HIGH SCHOOL480421,GIG HARBOR HIGH SCHOOL,Gig Harbor,WA,Adm,12,11,,
GILBERT SCHOOL70960,GILBERT SCHOOL,Winsted,CT,Adm,3,,,
GILL SAINT BERNARDS SCHOOL310100,GILL SAINT BERNARDS SCHOOL,Gladstone,NJ,Adm,3,,3,
GILMAN SCHOOL210095,GILMAN SCHOOL,Baltimore,MD,App,13,,13,
GILMAN SCHOOL210095,GILMAN SCHOOL,Baltimore,MD,Adm,6,,6,
GILMOUR ACADEMY362270,GILMOUR ACADEMY,Gates Mills,OH,App,5,,,
GILMOUR ACADEMY362270,GILMOUR ACADEMY,Gates Mills,OH,Adm,4,,,
GLACIER HIGH SCHOOL270523,GLACIER HIGH SCHOOL,Kalispell,MT,App,5,,,
GLACIER HIGH SCHOOL270523,GLACIER HIGH SCHOOL,Kalispell,MT,Adm,5,4,,
GLACIER PEAK HIGH SCHOOL481211,GLACIER PEAK HIGH SCHOOL,Snohomish,WA,App,10,,6,
GLACIER PEAK HIGH SCHOOL481211,GLACIER PEAK HIGH SCHOOL,Snohomish,WA,Adm,4,,,
GLEN ALLEN HIGH SCHOOL470956,GLEN ALLEN HIGH SCHOOL,Glen Allen,VA,Adm,3,,,
GLEN RIDGE HIGH SCHOOL310435,GLEN RIDGE HIGH SCHOOL,Glen Ridge,NJ,App,6,,,
GLEN RIDGE HIGH SCHOOL310435,GLEN RIDGE HIGH SCHOOL,Glen Ridge,NJ,Adm,3,,,
GLENBARD WEST HIGH SCHOOL142075,GLENBARD WEST HIGH SCHOOL,Glen Ellyn,IL,App,14,7,7,
GLENBARD WEST HIGH SCHOOL142075,GLENBARD WEST HIGH SCHOOL,Glen Ellyn,IL,Adm,8,4,4,
GLENBROOK NORTH HIGH SCHOOL143215,GLENBROOK NORTH HIGH SCHOOL,Northbrook,IL,App,27,12,14,
GLENBROOK NORTH HIGH SCHOOL143215,GLENBROOK NORTH HIGH SCHOOL,Northbrook,IL,Adm,15,7,7,
GLENBROOK NORTH HIGH SCHOOL143215,GLENBROOK NORTH HIGH SCHOOL,Northbrook,IL,Enr,4,4,,
GLENBROOK SOUTH HIGH SCHOOL142078,GLENBROOK SOUTH HIGH SCHOOL,Glenview,IL,App,41,19,22,
GLENBROOK SOUTH HIGH SCHOOL142078,GLENBROOK SOUTH HIGH SCHOOL,Glenview,IL,Adm,22,9,13,
GLENBROOK SOUTH HIGH SCHOOL142078,GLENBROOK SOUTH HIGH SCHOOL,Glenview,IL,Enr,4,,3,
GLENCOE HIGH SCHOOL380474,GLENCOE HIGH SCHOOL,Hillsboro,OR,App,9,5,,
GLENCOE HIGH SCHOOL380474,GLENCOE HIGH SCHOOL,Hillsboro,OR,Adm,7,4,3,
GLENCOE HIGH SCHOOL380474,GLENCOE HIGH SCHOOL,Hillsboro,OR,Enr,3,,,
GONZAGA COLLEGE HIGH SCHOOL90085,GONZAGA COLLEGE HIGH SCHOOL,Washington,DC,App,9,,9,
GONZAGA COLLEGE HIGH SCHOOL90085,GONZAGA COLLEGE HIGH SCHOOL,Washington,DC,Adm,5,,5,
GONZAGA PREPARATORY SCHOOL481245,GONZAGA PREPARATORY SCHOOL,Spokane,WA,App,13,10,,
GONZAGA PREPARATORY SCHOOL481245,GONZAGA PREPARATORY SCHOOL,Spokane,WA,Adm,9,6,3,
GONZAGA PREPARATORY SCHOOL481245,GONZAGA PREPARATORY SCHOOL,Spokane,WA,Enr,4,3,,
GOULD ACADEMY200100,GOULD ACADEMY,Bethel,ME,App,9,,5,
GOULD ACADEMY200100,GOULD ACADEMY,Bethel,ME,Adm,8,4,4,
GOULD ACADEMY200100,GOULD ACADEMY,Bethel,ME,Enr,3,,,
GOVERNOR LIVINGSTON HIGH SCHL310093,GOVERNOR LIVINGSTON HIGH SCHL,Berkeley Heights,NJ,App,13,9,,
GOVERNOR LIVINGSTON HIGH SCHL310093,GOVERNOR LIVINGSTON HIGH SCHL,Berkeley Heights,NJ,Adm,7,4,3,
GOVERNOR SCHOOL SCIENCE & MATH410997,GOVERNOR SCHOOL SCIENCE & MATH,Hartsville,SC,App,7,,,
GOVERNOR SCHOOL SCIENCE & MATH410997,GOVERNOR SCHOOL SCIENCE & MATH,Hartsville,SC,Adm,3,,,
GRAFTON HIGH SCHOOL220895,GRAFTON HIGH SCHOOL,Grafton,MA,Adm,3,,,
GRAFTON HIGH SCHOOL472504,GRAFTON HIGH SCHOOL,Yorktown,VA,App,7,7,,
GRAFTON HIGH SCHOOL472504,GRAFTON HIGH SCHOOL,Yorktown,VA,Adm,4,4,,
GRAND BLANC COMMUNITY SCHOOL231665,GRAND BLANC COMMUNITY SCHOOL,Grand Blanc,MI,App,6,5,,
GRANDVIEW HIGH SCHOOL60081,GRANDVIEW HIGH SCHOOL,Aurora,CO,App,18,13,5,
GRANDVIEW HIGH SCHOOL60081,GRANDVIEW HIGH SCHOOL,Aurora,CO,Adm,12,10,,
GRANDVIEW HIGH SCHOOL60081,GRANDVIEW HIGH SCHOOL,Aurora,CO,Enr,3,,,
GRANT HIGH SCHOOL380880,GRANT HIGH SCHOOL,Portland,OR,App,28,13,15,
GRANT HIGH SCHOOL380880,GRANT HIGH SCHOOL,Portland,OR,Adm,21,9,12,
GRAYSLAKE CENTRAL HIGH SCHOOL142135,GRAYSLAKE CENTRAL HIGH SCHOOL,Grayslake,IL,App,6,,,
GRAYSLAKE CENTRAL HIGH SCHOOL142135,GRAYSLAKE CENTRAL HIGH SCHOOL,Grayslake,IL,Adm,3,,,
GREAT MILLS HIGH SCHOOL210595,GREAT MILLS HIGH SCHOOL,Great Mills,MD,Adm,3,,,
GREAT NECK SOUTH HIGH SCHOOL332172,GREAT NECK SOUTH HIGH SCHOOL,Great Neck,NY,App,37,18,17,
GREAT NECK SOUTH HIGH SCHOOL332172,GREAT NECK SOUTH HIGH SCHOOL,Great Neck,NY,Adm,24,12,11,
GREAT NECK SOUTH HIGH SCHOOL332172,GREAT NECK SOUTH HIGH SCHOOL,Great Neck,NY,Enr,7,3,4,
GREAT VALLEY HIGH SCHOOL392363,GREAT VALLEY HIGH SCHOOL,Malvern,PA,App,10,7,,
GREAT VALLEY HIGH SCHOOL392363,GREAT VALLEY HIGH SCHOOL,Malvern,PA,Adm,8,5,3,
GREAT VALLEY HIGH SCHOOL392363,GREAT VALLEY HIGH SCHOOL,Malvern,PA,Enr,6,4,,
GREATER ATLANTA CHRISTIAN SCH112278,GREATER ATLANTA CHRISTIAN SCH,Norcross,GA,App,18,9,9,
GREATER ATLANTA CHRISTIAN SCH112278,GREATER ATLANTA CHRISTIAN SCH,Norcross,GA,Adm,8,,6,
GREATER ATLANTA CHRISTIAN SCH112278,GREATER ATLANTA CHRISTIAN SCH,Norcross,GA,Enr,4,,4,
GREEN HOPE HIGH SCHOOL342709,GREEN HOPE HIGH SCHOOL,Cary,NC,App,27,12,14,
GREEN HOPE HIGH SCHOOL342709,GREEN HOPE HIGH SCHOOL,Cary,NC,Adm,17,8,9,
GREEN VALLEY HIGH SCHOOL290084,GREEN VALLEY HIGH SCHOOL,Henderson,NV,App,22,13,9,
GREEN VALLEY HIGH SCHOOL290084,GREEN VALLEY HIGH SCHOOL,Henderson,NV,Adm,19,12,7,
GREEN VALLEY HIGH SCHOOL290084,GREEN VALLEY HIGH SCHOOL,Henderson,NV,Enr,6,4,,
GREENHILL SCHOOL441735,GREENHILL SCHOOL,Addison,TX,App,14,6,7,
GREENHILL SCHOOL441735,GREENHILL SCHOOL,Addison,TX,Adm,9,6,3,
GREENPORT HIGH SCHOOL332185,GREENPORT HIGH SCHOOL,Greenport,NY,Adm,3,,,
GREENSBORO DAY SCHOOL341597,GREENSBORO DAY SCHOOL,Greensboro,NC,App,12,8,,
GREENSBORO DAY SCHOOL341597,GREENSBORO DAY SCHOOL,Greensboro,NC,Adm,9,6,3,
GREENSBORO DAY SCHOOL341597,GREENSBORO DAY SCHOOL,Greensboro,NC,Enr,3,,,
GREENWICH HIGH SCHOOL70240,GREENWICH HIGH SCHOOL,Greenwich,CT,App,46,21,25,
GREENWICH HIGH SCHOOL70240,GREENWICH HIGH SCHOOL,Greenwich,CT,Adm,26,11,15,
GREENWICH HIGH SCHOOL70240,GREENWICH HIGH SCHOOL,Greenwich,CT,Enr,7,4,3,
GREGORY SCHOOL THE30506,GREGORY SCHOOL THE,Tucson,AZ,App,7,,,
GREGORY SCHOOL THE30506,GREGORY SCHOOL THE,Tucson,AZ,Adm,5,3,,
GRIER SCHOOL394905,GRIER SCHOOL,Tyrone,PA,App,22,22,,
GRIER SCHOOL394905,GRIER SCHOOL,Tyrone,PA,Adm,16,16,,
GRIER SCHOOL394905,GRIER SCHOOL,Tyrone,PA,Enr,9,9,,
GROSSE POINTE SOUTH HS231802,GROSSE POINTE SOUTH HS,Grosse Pointe,MI,App,9,,5,
GROSSE POINTE SOUTH HS231802,GROSSE POINTE SOUTH HS,Grosse Pointe,MI,Adm,9,4,5,
GROTON-DUNSTABLE REGIONAL HS220928,GROTON-DUNSTABLE REGIONAL HS,Groton,MA,App,9,,5,
GROTON-DUNSTABLE REGIONAL HS220928,GROTON-DUNSTABLE REGIONAL HS,Groton,MA,Adm,3,,,
GUAM HIGH SCHOOL DOD525101,GUAM HIGH SCHOOL DOD,Agana Heights,GU,Adm,3,,,
GUILFORD HIGH SCHOOL70255,GUILFORD HIGH SCHOOL,Guilford,CT,App,5,,,
GUILFORD HIGH SCHOOL70255,GUILFORD HIGH SCHOOL,Guilford,CT,Adm,3,,,
GULF COAST HIGH SCHOOL101540,GULF COAST HIGH SCHOOL,Naples,FL,App,6,,5,
GULLIVER PREPARATORY SCHOOL100293,GULLIVER PREPARATORY SCHOOL,Miami,FL,App,33,18,14,
GULLIVER PREPARATORY SCHOOL100293,GULLIVER PREPARATORY SCHOOL,Miami,FL,Adm,25,13,12,
GULLIVER PREPARATORY SCHOOL100293,GULLIVER PREPARATORY SCHOOL,Miami,FL,Enr,5,,3,
GWINNETT SCH OF MATH SCI TECH111140,GWINNETT SCH OF MATH SCI TECH,Lawrenceville,GA,App,12,7,5,
GWINNETT SCH OF MATH SCI TECH111140,GWINNETT SCH OF MATH SCI TECH,Lawrenceville,GA,Adm,7,5,,
HAAS HALL ACADEMY-BENTONVILLE40277,HAAS HALL ACADEMY-BENTONVILLE,Bentonville,AR,Adm,3,3,,
HACKETTSTOWN HIGH SCHOOL310465,HACKETTSTOWN HIGH SCHOOL,Hackettstown,NJ,App,5,,,
HACKETTSTOWN HIGH SCHOOL310465,HACKETTSTOWN HIGH SCHOOL,Hackettstown,NJ,Adm,5,4,,
HACKLEY SCHOOL335540,HACKLEY SCHOOL,Tarrytown,NY,App,5,,,
HADDONFIELD MEMORIAL HS310470,HADDONFIELD MEMORIAL HS,Haddonfield,NJ,App,8,7,,
HADDONFIELD MEMORIAL HS310470,HADDONFIELD MEMORIAL HS,Haddonfield,NJ,Adm,4,4,,
HALF HOLLOW HILLS HS EAST332493,HALF HOLLOW HILLS HS EAST,Dix Hills,NY,App,8,5,,
HALF HOLLOW HILLS HS EAST332493,HALF HOLLOW HILLS HS EAST,Dix Hills,NY,Adm,5,4,,
HALL HIGH SCHOOL70900,HALL HIGH SCHOOL,West Hartford,CT,App,13,9,,
HALL HIGH SCHOOL70900,HALL HIGH SCHOOL,West Hartford,CT,Adm,8,6,,
HAMDEN HALL COUNTRY DAY SCHOOL70258,HAMDEN HALL COUNTRY DAY SCHOOL,Hamden,CT,App,14,5,9,
HAMDEN HALL COUNTRY DAY SCHOOL70258,HAMDEN HALL COUNTRY DAY SCHOOL,Hamden,CT,Adm,12,4,8,
HAMDEN HALL COUNTRY DAY SCHOOL70258,HAMDEN HALL COUNTRY DAY SCHOOL,Hamden,CT,Enr,3,,3,
HAMILTON HIGH SCHOOL30062,HAMILTON HIGH SCHOOL,Chandler,AZ,App,65,36,28,
HAMILTON HIGH SCHOOL30062,HAMILTON HIGH SCHOOL,Chandler,AZ,Adm,50,28,22,
HAMILTON HIGH SCHOOL30062,HAMILTON HIGH SCHOOL,Chandler,AZ,Enr,10,4,6,
HAMILTON SOUTHEASTERN HS151045,HAMILTON SOUTHEASTERN HS,Fishers,IN,App,11,6,5,
HAMILTON SOUTHEASTERN HS151045,HAMILTON SOUTHEASTERN HS,Fishers,IN,Adm,5,,3,
HAMMOND SCHOOL410533,HAMMOND SCHOOL,Columbia,SC,Adm,3,,,
HANALANI SCHOOLS120214,HANALANI SCHOOLS,Mililani,HI,App,5,,,
HANALANI SCHOOLS120214,HANALANI SCHOOLS,Mililani,HI,Adm,3,3,,
HANOVER HIGH SCHOOL300250,HANOVER HIGH SCHOOL,Hanover,NH,App,10,,5,
HANOVER HIGH SCHOOL300250,HANOVER HIGH SCHOOL,Hanover,NH,Adm,7,,4,
HANOVER PARK HIGH SCHOOL310501,HANOVER PARK HIGH SCHOOL,East Hanover,NJ,App,6,,5,
HARKER HEIGHTS HIGH SCHOOL443118,HARKER HEIGHTS HIGH SCHOOL,Harker Heights,TX,App,9,8,,
HARKER HEIGHTS HIGH SCHOOL443118,HARKER HEIGHTS HIGH SCHOOL,Harker Heights,TX,Adm,5,5,,
HARRISBURG ACADEMY391648,HARRISBURG ACADEMY,Wormleysburg,PA,App,5,,,
HARRISBURG ACADEMY391648,HARRISBURG ACADEMY,Wormleysburg,PA,Adm,4,,,
HARRISON PREPARATORY SCHOOL480589,HARRISON PREPARATORY SCHOOL,Lakewood,WA,Adm,4,,,
HARRITON HIGH SCHOOL394290,HARRITON HIGH SCHOOL,Bryn Mawr,PA,App,21,12,9,
HARRITON HIGH SCHOOL394290,HARRITON HIGH SCHOOL,Bryn Mawr,PA,Adm,8,5,3,
HARVEST CHRISTIAN ACADEMY525155,HARVEST CHRISTIAN ACADEMY,Barrigada,GU,App,7,,,
HARVEST CHRISTIAN ACADEMY525155,HARVEST CHRISTIAN ACADEMY,Barrigada,GU,Adm,5,3,,
HARVEY SCHOOL332644,HARVEY SCHOOL,Katonah,NY,App,5,,,
HARVEY SCHOOL332644,HARVEY SCHOOL,Katonah,NY,Adm,4,,,
HASTINGS HIGH SCHOOL332295,HASTINGS HIGH SCHOOL,Hastings On Huds,NY,App,12,7,5,
HASTINGS HIGH SCHOOL332295,HASTINGS HIGH SCHOOL,Hastings On Huds,NY,Adm,7,5,,
HATHAWAY BROWN SCHOOL361260,HATHAWAY BROWN SCHOOL,Shaker Heights,OH,App,7,7,,
HATHAWAY BROWN SCHOOL361260,HATHAWAY BROWN SCHOOL,Shaker Heights,OH,Adm,3,3,,
HAWAII BAPTIST ACADEMY120030,HAWAII BAPTIST ACADEMY,Honolulu,HI,App,12,6,6,
HAWAII BAPTIST ACADEMY120030,HAWAII BAPTIST ACADEMY,Honolulu,HI,Adm,7,3,4,
HAWAII BAPTIST ACADEMY120030,HAWAII BAPTIST ACADEMY,Honolulu,HI,Enr,3,,,
HAWAII PREPARATORY ACADEMY120150,HAWAII PREPARATORY ACADEMY,Kamuela,HI,App,24,13,11,
HAWAII PREPARATORY ACADEMY120150,HAWAII PREPARATORY ACADEMY,Kamuela,HI,Adm,16,10,6,
