Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
BERKELEY HIGH SCHOOL50290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,App,232,127,105
BERKELEY HIGH SCHOOL50290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Adm,49,26,23
BERKELEY HIGH SCHOOL50290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Enr,18,7,11
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,App,90,45,45
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Adm,17,5,12
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Enr,8,3,5
BIRMINGHAM COMMUNITY HS53615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,App,37,19,18
BIRMINGHAM COMMUNITY HS53615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,Adm,4,4,
BLAIR HIGH SCHOOL52373,BLAIR HIGH SCHOOL,Pasadena,Los Angeles,App,7,,
BOLSA GRANDE HIGH SCHOOL51028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,App,37,18,19
BOLSA GRANDE HIGH SCHOOL51028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,Adm,6,3,3
BONITA HIGH SCHOOL51370,BONITA HIGH SCHOOL,La Verne,Los Angeles,App,46,21,25
BONITA HIGH SCHOOL51370,BONITA HIGH SCHOOL,La Verne,Los Angeles,Adm,11,5,6
BONITA HIGH SCHOOL51370,BONITA HIGH SCHOOL,La Verne,Los Angeles,Enr,3,,
BONITA VISTA HIGH SCHOOL50572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,App,40,25,15
BONITA VISTA HIGH SCHOOL50572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,Adm,10,6,4
BONITA VISTA HIGH SCHOOL50572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,Enr,7,3,4
BRANHAM HIGH SCHOOL53082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,App,69,38,31
BRANHAM HIGH SCHOOL53082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Adm,9,7,
BRANHAM HIGH SCHOOL53082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Enr,7,5,
BRAWLEY UNION HIGH SCHOOL50365,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,App,16,7,9
BRAWLEY UNION HIGH SCHOOL50365,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,Adm,6,3,3
BREA OLINDA HIGH SCHOOL50370,BREA OLINDA HIGH SCHOOL,Brea,Orange,App,43,22,21
BREA OLINDA HIGH SCHOOL50370,BREA OLINDA HIGH SCHOOL,Brea,Orange,Adm,15,10,5
BREA OLINDA HIGH SCHOOL50370,BREA OLINDA HIGH SCHOOL,Brea,Orange,Enr,9,6,3
BRET HARTE UNION HIGH SCHOOL50100,BRET HARTE UNION HIGH SCHOOL,Altaville,Calaveras,App,7,7,
BRET HARTE UNION HIGH SCHOOL50100,BRET HARTE UNION HIGH SCHOOL,Altaville,Calaveras,Adm,4,4,
BRIGHT STAR SECONDARY ACADEMY54207,BRIGHT STAR SECONDARY ACADEMY,Los Angeles,Los Angeles,App,7,,
BRIGHT STAR SECONDARY ACADEMY54207,BRIGHT STAR SECONDARY ACADEMY,Los Angeles,Los Angeles,Adm,3,,
BUCKINGHAM COLLEGIATE CHR ACDM53596,BUCKINGHAM COLLEGIATE CHR ACDM,Vacaville,Solano,App,22,13,9
BUCKINGHAM COLLEGIATE CHR ACDM53596,BUCKINGHAM COLLEGIATE CHR ACDM,Vacaville,Solano,Adm,3,,
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,App,28,17,11
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,Adm,8,6,
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,Enr,6,5,
BUHACH COLONY HIGH SCHOOL50181,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,App,22,16,6
BUHACH COLONY HIGH SCHOOL50181,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,Adm,4,3,
BURBANK SENIOR HIGH SCHOOL50385,BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,App,76,41,35
BURBANK SENIOR HIGH SCHOOL50385,BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,Adm,13,9,4
BURBANK SENIOR HIGH SCHOOL50385,BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,Enr,5,3,
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,App,107,55,52
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,Adm,19,11,8
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,Enr,10,5,5
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,App,70,44,26
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,Adm,24,15,9
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,Enr,16,9,7
CA SCH ARTS SAN GABRIEL VALLEY52210,CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,App,16,11,5
CA SCH ARTS SAN GABRIEL VALLEY52210,CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,Adm,6,3,3
CA SCH ARTS SAN GABRIEL VALLEY52210,CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,Enr,3,,
CAJON HIGH SCHOOL52773,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,App,43,26,17
CAJON HIGH SCHOOL52773,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,Adm,6,4,
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,App,130,67,63
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,Adm,16,6,10
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,Enr,5,,3
CALAVERAS HIGH SCHOOL52760,CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,App,5,,
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,App,19,9,10
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Adm,10,4,6
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Enr,9,4,5
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,App,84,47,37
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Adm,22,13,9
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Enr,10,7,3
CALIFORNIA CONNCT ACDMY S CAL54092,CALIFORNIA CONNCT ACDMY S CAL,San Juan Capistrano,Orange,App,18,11,7
CALIFORNIA CONNCT ACDMY S CAL54092,CALIFORNIA CONNCT ACDMY S CAL,San Juan Capistrano,Orange,Adm,9,5,4
CALIFORNIA CONNCT ACDMY S CAL54092,CALIFORNIA CONNCT ACDMY S CAL,San Juan Capistrano,Orange,Enr,3,,
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,App,166,83,83
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Adm,39,19,20
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Enr,21,9,12
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,App,30,15,15
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,Adm,8,5,3
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,Enr,5,3,
CALIFORNIA MILITARY INSTITUTE54173,CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,App,7,,5
CAMINO NUEVO HIGH SCHOOL NO 254693,CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,App,18,9,9
CAMINO NUEVO HIGH SCHOOL NO 254693,CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,Adm,4,,
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,App,79,43,35
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Adm,16,11,5
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Enr,6,4,
CANOGA PARK HIGH SCHOOL50465,CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,App,11,9,
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,App,269,124,144
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Adm,66,34,32
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Enr,38,20,18
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,App,79,32,47
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,Adm,20,8,12
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,Enr,6,4,
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,App,32,14,18
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,Adm,5,4,
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,App,63,35,28
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Adm,23,12,11
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Enr,10,5,5
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,App,36,26,10
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,Adm,3,3,
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,App,191,96,95
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Adm,33,20,13
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Enr,19,9,10
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,App,80,43,37
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,Adm,18,11,7
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,Enr,10,7,3
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,App,35,19,16
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,Adm,10,6,4
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,Enr,4,3,
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,App,24,14,10
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,Adm,6,4,
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,Enr,3,3,
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,App,28,16,11
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Adm,3,3,
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Enr,3,3,
CASTLEMONT HIGH SCHOOL54611,CASTLEMONT HIGH SCHOOL,Oakland,Alameda,App,12,7,5
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,App,167,88,79
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Adm,13,8,5
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Enr,8,6,
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,App,22,11,11
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,Adm,8,6,
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,Enr,5,3,
CENTENNIAL HIGH SCHOOL50209,CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,App,18,8,10
CENTENNIAL HIGH SCHOOL50209,CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,Adm,5,3,
CENTENNIAL HIGH SCHOOL50650,CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,App,18,12,6
CENTENNIAL HIGH SCHOOL50650,CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,Adm,3,3,
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,App,59,31,28
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Adm,13,6,7
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Enr,6,,4
CENTRAL CITY VALUE HIGH SCHOOL51764,CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,App,12,10,
CENTRAL CITY VALUE HIGH SCHOOL51764,CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,Adm,4,4,
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,App,28,10,18
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,Adm,7,4,3
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,Enr,5,,3
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,App,14,6,8
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,Adm,4,,3
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,App,22,8,14
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,Adm,5,,3
CENTURY HIGH SCHOOL53249,CENTURY HIGH SCHOOL,Santa Ana,Orange,App,16,11,5
CENTURY HIGH SCHOOL53249,CENTURY HIGH SCHOOL,Santa Ana,Orange,Adm,3,,
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,App,22,7,15
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,Adm,5,,3
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,Enr,4,,3
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,App,86,52,34
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Adm,17,13,4
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Enr,8,7,
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,App,43,22,21
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,Adm,5,4,
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,Enr,4,3,
CESAR CHAVEZ LA ARTES MAGNET54555,CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,App,6,6,
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,App,21,9,12
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,Adm,8,3,5
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,Enr,5,,3
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,App,28,22,6
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,Adm,7,4,3
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,Enr,5,3,
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,App,14,7,7
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,Adm,3,,
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,App,43,27,15
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Adm,12,7,5
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Enr,4,3,
CHARTER OAK HIGH SCHOOL50693,CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,App,20,13,7
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,App,22,11,11
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,Adm,3,,3
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,App,33,16,17
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,Adm,8,,6
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,Enr,4,,3
CHINO HIGH SCHOOL50555,CHINO HIGH SCHOOL,Chino,San Bernardino,App,13,10,
CHINO HIGH SCHOOL50555,CHINO HIGH SCHOOL,Chino,San Bernardino,Adm,3,3,
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,App,64,30,34
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,Adm,7,5,
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,App,26,17,9
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,App,28,18,10
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,Adm,7,3,4
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,Enr,5,3,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,App,11,7,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,Adm,5,3,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,Enr,3,,
CITRUS VALLEY HIGH SCHOOL54331,CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,App,22,11,11
CITRUS VALLEY HIGH SCHOOL54331,CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,Adm,4,,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,App,20,16,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,Adm,3,,
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,App,73,38,35
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Adm,9,5,4
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Enr,3,,3
CLARK MAGNET HIGH SCHOOL51301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,App,41,21,20
CLARK MAGNET HIGH SCHOOL51301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,Adm,8,4,4
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,App,16,8,7
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,Adm,6,,4
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,App,79,49,30
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Adm,18,14,4
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Enr,11,7,4
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,App,92,56,35
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Adm,29,19,9
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Enr,12,8,4
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,App,36,18,18
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,Adm,7,5,
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,Enr,3,3,
CLOVIS HIGH SCHOOL50615,CLOVIS HIGH SCHOOL,Clovis,Fresno,App,32,12,19
CLOVIS HIGH SCHOOL50615,CLOVIS HIGH SCHOOL,Clovis,Fresno,Adm,7,,5
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,App,67,31,36
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,Adm,29,15,14
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,Enr,12,7,5
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,App,34,14,20
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,Adm,12,,10
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,Enr,10,,9
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,App,25,13,12
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Adm,8,7,
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Enr,3,,
COALINGA HIGH SCHOOL50630,COALINGA HIGH SCHOOL,Coalinga,Fresno,App,8,,
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,App,23,18,5
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Adm,5,5,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,App,45,16,28
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Adm,5,4,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Enr,3,3,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,App,20,11,9
COMPTON EARLY COLLEGE54865,COMPTON EARLY COLLEGE,Compton,Los Angeles,App,16,11,5
COMPTON EARLY COLLEGE54865,COMPTON EARLY COLLEGE,Compton,Los Angeles,Adm,3,,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,App,13,9,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,Adm,4,,3
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,App,23,15,8
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Adm,6,,4
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Enr,3,,
CONNECTING WATERS - EAST BAY50352,CONNECTING WATERS - EAST BAY,Waterford,Stanislaus,Adm,3,3,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,App,8,5,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,Adm,3,3,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,Enr,3,3,
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,App,99,50,49
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Adm,21,12,9
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Enr,8,5,3
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,App,26,10,16
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Adm,8,5,3
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Enr,4,3,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,App,21,13,8
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Adm,5,3,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Enr,3,,
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,App,63,26,36
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Adm,17,9,7
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Enr,10,5,5
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,App,12,,8
