Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,App,76,47,29
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Adm,29,14,15
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Enr,13,6,7
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,App,122,69,53
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Adm,71,42,29
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Enr,20,9,11
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,App,204,104,100
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Adm,87,46,41
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Enr,23,7,16
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,App,65,39,26
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,Adm,20,12,8
CALIFORNIA HIGH SCHOOL53755,CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,Enr,5,,4
CAMINO NUEVO HIGH SCHOOL NO 254693,CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,App,8,5,
CAMINO NUEVO HIGH SCHOOL NO 254693,CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,Adm,5,5,
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,App,85,43,42
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Adm,36,21,15
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Enr,10,6,4
CANOGA PARK HIGH SCHOOL50465,CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,App,7,,5
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,App,300,134,166
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Adm,150,64,86
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Enr,35,11,24
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,App,122,56,66
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,Adm,38,18,20
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,Enr,12,5,7
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,App,32,17,15
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,Adm,15,8,7
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,Enr,4,,3
CANYON SPRINGS HIGH SCHOOL52059,CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,App,53,35,18
CANYON SPRINGS HIGH SCHOOL52059,CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,Adm,24,19,5
CANYON SPRINGS HIGH SCHOOL52059,CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,Enr,9,5,4
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,App,84,42,42
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Adm,33,13,20
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Enr,5,,4
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,App,46,32,14
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,Adm,12,8,4
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,Enr,4,3,
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,App,220,113,107
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Adm,67,35,32
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Enr,14,8,6
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,App,104,59,45
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,Adm,48,29,19
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,Enr,13,7,6
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,App,40,30,10
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,Adm,9,7,
CARPINTERIA HIGH SCHOOL50490,CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,App,18,11,7
CARPINTERIA HIGH SCHOOL50490,CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,Adm,7,4,3
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,App,40,23,17
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,Adm,12,9,3
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,App,31,15,16
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Adm,7,3,4
CASTLE PARK HIGH SCHOOL50573,CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,App,43,27,16
CASTLE PARK HIGH SCHOOL50573,CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,Adm,12,7,5
CASTLE PARK HIGH SCHOOL50573,CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,Enr,5,3,
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,App,162,90,72
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Adm,43,27,16
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Enr,8,4,4
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,App,56,39,17
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,Adm,22,18,4
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,Enr,7,5,
CENTENNIAL HIGH SCHOOL50209,CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,App,28,16,12
CENTENNIAL HIGH SCHOOL50209,CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,Adm,11,6,5
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,App,129,79,50
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Adm,50,28,22
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Enr,18,12,6
CENTER HIGH SCHOOL52141,CENTER HIGH SCHOOL,Antelope,Sacramento,App,12,8,
CENTER HIGH SCHOOL52141,CENTER HIGH SCHOOL,Antelope,Sacramento,Adm,6,5,
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,App,22,9,13
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,Adm,10,3,7
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,App,26,13,13
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,Adm,13,5,8
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,Enr,4,,
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,App,16,7,9
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,Adm,7,,5
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,App,13,6,7
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,App,157,101,56
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Adm,46,36,10
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Enr,13,8,5
CESAR CHAVEZ LA ARTES MAGNET54555,CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,App,11,10,
CESAR CHAVEZ LA ARTES MAGNET54555,CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,Adm,4,4,
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,App,24,16,8
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,Adm,7,4,3
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,Enr,3,3,
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,App,37,26,11
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,Adm,15,9,6
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,Enr,3,,
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,App,32,17,15
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,Adm,6,3,3
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,App,112,65,47
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Adm,36,24,12
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Enr,12,8,4
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,App,29,18,11
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,Adm,8,3,5
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,App,150,82,68
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,Adm,42,23,19
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,Enr,16,9,7
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,App,30,18,12
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Adm,14,10,4
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Enr,4,3,
CHULA VISTA LRNG CMNTY CHARTER54654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,App,29,11,18
CHULA VISTA LRNG CMNTY CHARTER54654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,Adm,10,4,6
CHULA VISTA LRNG CMNTY CHARTER54654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,Enr,5,,4
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,App,81,54,27
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,Adm,24,15,9
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,Enr,6,3,3
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,App,68,43,25
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,Adm,16,8,8
CITRUS VALLEY HIGH SCHOOL54331,CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,App,51,28,23
CITRUS VALLEY HIGH SCHOOL54331,CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,Adm,13,9,4
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,App,17,14,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,Adm,4,3,
CLAIREMONT HIGH SCHOOL52837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,App,24,13,11
CLAIREMONT HIGH SCHOOL52837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,Adm,10,5,5
CLAIREMONT HIGH SCHOOL52837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,Enr,5,4,
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,App,122,57,65
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Adm,34,13,21
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Enr,5,3,
CLARK MAGNET HIGH SCHOOL51301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,App,55,27,28
CLARK MAGNET HIGH SCHOOL51301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,Adm,28,17,11
CLARK MAGNET HIGH SCHOOL51301,CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,Enr,10,7,3
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,App,44,22,22
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,Adm,22,9,13
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,Enr,8,,6
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,App,80,54,26
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Adm,35,27,8
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Enr,10,6,4
CLEAR LAKE HIGH SCHOOL51345,CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,App,5,,
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,App,115,72,43
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Adm,45,29,16
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Enr,3,,
CLOVERDALE HIGH SCHOOL50610,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,App,8,,5
CLOVERDALE HIGH SCHOOL50610,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,Adm,4,,
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,App,25,14,11
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,Adm,9,6,3
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,App,78,42,36
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,Adm,35,21,14
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,Enr,4,,
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,App,34,18,16
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,Adm,11,4,7
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,App,53,28,25
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Adm,13,8,5
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Enr,3,,
COBALT INSTITUTE MATH/SCIENCE54719,COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,App,23,13,10
COBALT INSTITUTE MATH/SCIENCE54719,COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,Adm,6,3,3
COLFAX HIGH SCHOOL50637,COLFAX HIGH SCHOOL,Colfax,Placer,Adm,3,3,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,App,48,24,24
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Adm,11,7,4
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Enr,3,,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,App,52,38,14
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,Adm,8,6,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,App,16,11,5
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Adm,3,,3
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,App,8,7,
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,Adm,3,3,
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,App,116,58,58
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Adm,26,16,10
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Enr,5,,3
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,App,58,30,28
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Adm,16,6,10
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Enr,3,,
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,App,63,31,32
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,Adm,15,8,7
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,Enr,4,,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,App,39,22,17
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Adm,18,10,8
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Enr,3,,
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,App,86,51,35
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Adm,34,16,18
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Enr,8,3,5
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,App,30,15,15
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,Adm,13,7,6
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,App,81,54,27
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,Adm,13,10,3
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,Enr,5,4,
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,App,187,104,83
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,Adm,84,52,32
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,Enr,20,11,9
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,78,44,34
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Adm,24,12,12
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Enr,7,4,3
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,317,156,161
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Adm,107,49,58
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Enr,16,6,10
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,143,71,72
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Adm,35,16,19
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Enr,9,4,5
DA VINCI COMMUNICATIONS HS54794,DA VINCI COMMUNICATIONS HS,El Segundo,Los Angeles,App,9,5,
DA VINCI DESIGN HIGH SCHOOL51216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,App,20,15,5
DA VINCI DESIGN HIGH SCHOOL51216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,Adm,6,5,
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,App,27,14,13
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,Adm,13,6,7
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,Enr,3,,
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,94,46,48
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Adm,38,14,24
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Enr,5,,4
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,211,113,98
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Adm,86,46,40
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Enr,19,9,10
DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,App,14,8,6
DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Adm,5,3,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,App,16,11,5
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Adm,6,5,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Enr,3,3,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,69,37,32
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Adm,18,14,4
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Enr,10,8,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,19,8,11
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Adm,11,5,6
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,243,132,111
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Adm,109,61,48
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Enr,35,17,18
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,App,27,20,7
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,Adm,10,7,3
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,App,19,11,8
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Adm,8,5,3
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,App,11,7,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,Adm,4,,3
DESERT HOT SPRINGS HS50334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,App,36,25,11
DESERT HOT SPRINGS HS50334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,Adm,9,4,5
DESERT MIRAGE HIGH SCHOOL54013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,App,50,35,15
DESERT MIRAGE HIGH SCHOOL54013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,Adm,14,7,7
DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,App,11,,7
DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Adm,5,3,
DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,App,46,20,26
DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,Adm,16,9,7
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,App,363,181,182
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Adm,134,74,60
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Enr,42,27,15
DIAMOND RANCH HIGH SCHOOL52516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,App,69,41,28
DIAMOND RANCH HIGH SCHOOL52516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,Adm,25,16,9
